"","id_sample","method","Replicate.number","gradient","alti","INat","abundance","stade","state","sexe","mass","referential","canonic","id","rankName","referenceName","familyName","orderName","className","phylumName"
"1119","ANI-21-0772","barber",1,"MOU","2160",1,1,"ad","","",NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1120","ANI-21-0772","barber",1,"MOU","2160",1,1,"ad","","",NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1121","ANI-21-0772","barber",1,"MOU","2160",1,1,"larv","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1122","ANI-21-0772","barber",1,"MOU","2160",1,1,"larv","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123","ANI-21-0772","barber",1,"MOU","2160",1,1,"larv","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124","ANI-21-0772","barber",1,"MOU","2160",1,1,"larv","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125","ANI-21-0772","barber",1,"MOU","2160",1,1,"larv","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1126","ANI-21-0772","barber",1,"MOU","2160",1,1,"juv","","unidentified",NA,"taxref","Lycosidae",184368,"Famille","Lycosidae Sundevall, 1833","Lycosidae","Araneae","Arachnida","Arthropoda"
"1127","ANI-21-0772","barber",1,"MOU","2160",1,1,"juv","","unidentified",NA,"taxref","Lycosidae",184368,"Famille","Lycosidae Sundevall, 1833","Lycosidae","Araneae","Arachnida","Arthropoda"
"1128","ANI-21-0772","barber",1,"MOU","2160",1,1,"juv","","unidentified",NA,"taxref","Lycosidae",184368,"Famille","Lycosidae Sundevall, 1833","Lycosidae","Araneae","Arachnida","Arthropoda"
"1129","ANI-21-0772","barber",1,"MOU","2160",1,1,"juv","","unidentified",NA,"taxref","Lycosidae",184368,"Famille","Lycosidae Sundevall, 1833","Lycosidae","Araneae","Arachnida","Arthropoda"
"1130","ANI-21-0772","barber",1,"MOU","2160",1,1,"juv","","unidentified",NA,"taxref","Lycosidae",184368,"Famille","Lycosidae Sundevall, 1833","Lycosidae","Araneae","Arachnida","Arthropoda"
"1131","ANI-21-0772","barber",1,"MOU","2160",1,2,"","","",NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"1132","ANI-21-0772","barber",1,"MOU","2160",1,2,"","","",NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"1133","ANI-21-0772","barber",1,"MOU","2160",1,2,"","","",NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"1134","ANI-21-0772","barber",1,"MOU","2160",1,2,"","","",NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"1135","ANI-21-0772","barber",1,"MOU","2160",1,2,"","","",NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"1136","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1138","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1140","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1144","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1145","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1146","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1147","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1148","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1149","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1150","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1151","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","female",0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1152","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","female",0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1153","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","female",0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1154","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","female",0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1155","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","female",0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1156","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","female",0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1157","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","female",0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1158","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","female",0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1159","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","female",0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1160","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","female",0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","female",0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1162","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","female",0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1163","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","female",0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","female",0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1165","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","female",0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1166","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","male",0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1167","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","male",0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1168","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","male",0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1169","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","male",0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1170","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","male",0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1171","ANI-21-0783","barber",1,"MOU","2355",1,1,"","","",0.0029,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1172","ANI-21-0783","barber",1,"MOU","2355",1,1,"","","",0.0029,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1173","ANI-21-0783","barber",1,"MOU","2355",1,1,"","","",0.0029,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174","ANI-21-0783","barber",1,"MOU","2355",1,1,"","","",0.0029,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175","ANI-21-0783","barber",1,"MOU","2355",1,1,"","","",0.0029,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176","ANI-21-0783","barber",1,"MOU","2355",1,1,"","","",0.0037,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177","ANI-21-0783","barber",1,"MOU","2355",1,1,"","","",0.0037,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1178","ANI-21-0783","barber",1,"MOU","2355",1,1,"","","",0.0037,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179","ANI-21-0783","barber",1,"MOU","2355",1,1,"","","",0.0037,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1180","ANI-21-0783","barber",1,"MOU","2355",1,1,"","","",0.0037,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1181","ANI-21-0783","barber",1,"MOU","2355",1,1,"","","",NA,"taxref","Cicadellidae",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"1182","ANI-21-0783","barber",1,"MOU","2355",1,1,"","","",NA,"taxref","Cicadellidae",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"1183","ANI-21-0783","barber",1,"MOU","2355",1,1,"","","",NA,"taxref","Cicadellidae",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"1184","ANI-21-0783","barber",1,"MOU","2355",1,1,"","","",NA,"taxref","Cicadellidae",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"1185","ANI-21-0783","barber",1,"MOU","2355",1,1,"","","",NA,"taxref","Cicadellidae",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"1186","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1187","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1188","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1189","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1190","ANI-21-0783","barber",1,"MOU","2355",1,1,"ad","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1191","ANI-21-0783","barber",1,"MOU","2355",1,15,"ad","","female",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"1192","ANI-21-0783","barber",1,"MOU","2355",1,15,"ad","","female",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"1193","ANI-21-0783","barber",1,"MOU","2355",1,15,"ad","","female",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"1194","ANI-21-0783","barber",1,"MOU","2355",1,15,"ad","","female",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"1195","ANI-21-0783","barber",1,"MOU","2355",1,15,"ad","","female",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"1196","ANI-21-0783","barber",1,"MOU","2355",1,2,"larv","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1197","ANI-21-0783","barber",1,"MOU","2355",1,2,"larv","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1198","ANI-21-0783","barber",1,"MOU","2355",1,2,"larv","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1199","ANI-21-0783","barber",1,"MOU","2355",1,2,"larv","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1200","ANI-21-0783","barber",1,"MOU","2355",1,2,"larv","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1201","ANI-21-0783","barber",1,"MOU","2355",1,1,"juv","","unidentified",NA,"taxref","Lycosidae",184368,"Famille","Lycosidae Sundevall, 1833","Lycosidae","Araneae","Arachnida","Arthropoda"
"1202","ANI-21-0783","barber",1,"MOU","2355",1,1,"juv","","unidentified",NA,"taxref","Lycosidae",184368,"Famille","Lycosidae Sundevall, 1833","Lycosidae","Araneae","Arachnida","Arthropoda"
"1203","ANI-21-0783","barber",1,"MOU","2355",1,1,"juv","","unidentified",NA,"taxref","Lycosidae",184368,"Famille","Lycosidae Sundevall, 1833","Lycosidae","Araneae","Arachnida","Arthropoda"
"1204","ANI-21-0783","barber",1,"MOU","2355",1,1,"juv","","unidentified",NA,"taxref","Lycosidae",184368,"Famille","Lycosidae Sundevall, 1833","Lycosidae","Araneae","Arachnida","Arthropoda"
"1205","ANI-21-0783","barber",1,"MOU","2355",1,1,"juv","","unidentified",NA,"taxref","Lycosidae",184368,"Famille","Lycosidae Sundevall, 1833","Lycosidae","Araneae","Arachnida","Arthropoda"
"1206","ANI-21-0783","barber",1,"MOU","2355",1,3,"","","",NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"1207","ANI-21-0783","barber",1,"MOU","2355",1,3,"","","",NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"1208","ANI-21-0783","barber",1,"MOU","2355",1,3,"","","",NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"1209","ANI-21-0783","barber",1,"MOU","2355",1,3,"","","",NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"1210","ANI-21-0783","barber",1,"MOU","2355",1,3,"","","",NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"1211","ANI-21-0783","barber",1,"MOU","2355",1,2,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212","ANI-21-0783","barber",1,"MOU","2355",1,2,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213","ANI-21-0783","barber",1,"MOU","2355",1,2,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1214","ANI-21-0783","barber",1,"MOU","2355",1,2,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215","ANI-21-0783","barber",1,"MOU","2355",1,2,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1216","ANI-21-0783","barber",1,"MOU","2355",1,13,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"1217","ANI-21-0783","barber",1,"MOU","2355",1,13,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"1218","ANI-21-0783","barber",1,"MOU","2355",1,13,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"1219","ANI-21-0783","barber",1,"MOU","2355",1,13,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"1220","ANI-21-0783","barber",1,"MOU","2355",1,13,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"1221","ANI-21-0794","barber",1,"MOU","2470",1,2,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1222","ANI-21-0794","barber",1,"MOU","2470",1,2,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1223","ANI-21-0794","barber",1,"MOU","2470",1,2,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224","ANI-21-0794","barber",1,"MOU","2470",1,2,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1225","ANI-21-0794","barber",1,"MOU","2470",1,2,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","female",0.726,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","female",0.726,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1228","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","female",0.726,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1229","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","female",0.726,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1230","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","female",0.726,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1231","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","female",0.886,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1232","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","female",0.886,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1233","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","female",0.886,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","female",0.886,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1235","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","female",0.886,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1236","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","male",0.753,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1237","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","male",0.753,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1238","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","male",0.753,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1239","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","male",0.753,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1240","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","male",0.753,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","male",0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1242","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","male",0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1243","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","male",0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1244","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","male",0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1245","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","male",0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1246","ANI-21-0794","barber",1,"MOU","2470",1,2,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1247","ANI-21-0794","barber",1,"MOU","2470",1,2,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1248","ANI-21-0794","barber",1,"MOU","2470",1,2,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249","ANI-21-0794","barber",1,"MOU","2470",1,2,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1250","ANI-21-0794","barber",1,"MOU","2470",1,2,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1251","ANI-21-0794","barber",1,"MOU","2470",1,4,"ad","","female",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"1252","ANI-21-0794","barber",1,"MOU","2470",1,4,"ad","","female",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"1253","ANI-21-0794","barber",1,"MOU","2470",1,4,"ad","","female",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"1254","ANI-21-0794","barber",1,"MOU","2470",1,4,"ad","","female",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"1255","ANI-21-0794","barber",1,"MOU","2470",1,4,"ad","","female",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"1256","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1257","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1258","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1259","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1260","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1261","ANI-21-0794","barber",1,"MOU","2470",1,1,"","","",0.004,"gbif",NA,9357423,"Genre","Lithobius Leach, 1814","Lithobiidae","Lithobiomorpha","Chilopoda","Arthropoda"
"1262","ANI-21-0794","barber",1,"MOU","2470",1,1,"","","",0.004,"gbif",NA,9357423,"Genre","Lithobius Leach, 1814","Lithobiidae","Lithobiomorpha","Chilopoda","Arthropoda"
"1263","ANI-21-0794","barber",1,"MOU","2470",1,1,"","","",0.004,"gbif",NA,9357423,"Genre","Lithobius Leach, 1814","Lithobiidae","Lithobiomorpha","Chilopoda","Arthropoda"
"1264","ANI-21-0794","barber",1,"MOU","2470",1,1,"","","",0.004,"gbif",NA,9357423,"Genre","Lithobius Leach, 1814","Lithobiidae","Lithobiomorpha","Chilopoda","Arthropoda"
"1265","ANI-21-0794","barber",1,"MOU","2470",1,1,"","","",0.004,"gbif",NA,9357423,"Genre","Lithobius Leach, 1814","Lithobiidae","Lithobiomorpha","Chilopoda","Arthropoda"
"1266","ANI-21-0794","barber",1,"MOU","2470",1,2,"juv","","unidentified",NA,"taxref","Lycosidae",184368,"Famille","Lycosidae Sundevall, 1833","Lycosidae","Araneae","Arachnida","Arthropoda"
"1267","ANI-21-0794","barber",1,"MOU","2470",1,2,"juv","","unidentified",NA,"taxref","Lycosidae",184368,"Famille","Lycosidae Sundevall, 1833","Lycosidae","Araneae","Arachnida","Arthropoda"
"1268","ANI-21-0794","barber",1,"MOU","2470",1,2,"juv","","unidentified",NA,"taxref","Lycosidae",184368,"Famille","Lycosidae Sundevall, 1833","Lycosidae","Araneae","Arachnida","Arthropoda"
"1269","ANI-21-0794","barber",1,"MOU","2470",1,2,"juv","","unidentified",NA,"taxref","Lycosidae",184368,"Famille","Lycosidae Sundevall, 1833","Lycosidae","Araneae","Arachnida","Arthropoda"
"1270","ANI-21-0794","barber",1,"MOU","2470",1,2,"juv","","unidentified",NA,"taxref","Lycosidae",184368,"Famille","Lycosidae Sundevall, 1833","Lycosidae","Araneae","Arachnida","Arthropoda"
"1271","ANI-21-0794","barber",1,"MOU","2470",1,2,"ad","","",NA,"gbif",NA,8517289,"Genre","Polyphaga Brull̩, 1835","Corydiidae","Blattodea","Insecta","Arthropoda"
"1272","ANI-21-0794","barber",1,"MOU","2470",1,2,"ad","","",NA,"gbif",NA,8517289,"Genre","Polyphaga Brull̩, 1835","Corydiidae","Blattodea","Insecta","Arthropoda"
"1273","ANI-21-0794","barber",1,"MOU","2470",1,2,"ad","","",NA,"gbif",NA,8517289,"Genre","Polyphaga Brull̩, 1835","Corydiidae","Blattodea","Insecta","Arthropoda"
"1274","ANI-21-0794","barber",1,"MOU","2470",1,2,"ad","","",NA,"gbif",NA,8517289,"Genre","Polyphaga Brull̩, 1835","Corydiidae","Blattodea","Insecta","Arthropoda"
"1275","ANI-21-0794","barber",1,"MOU","2470",1,2,"ad","","",NA,"gbif",NA,8517289,"Genre","Polyphaga Brull̩, 1835","Corydiidae","Blattodea","Insecta","Arthropoda"
"1276","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1279","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1280","ANI-21-0794","barber",1,"MOU","2470",1,1,"ad","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1281","ANI-21-0794","barber",1,"MOU","2470",1,15,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"1282","ANI-21-0794","barber",1,"MOU","2470",1,15,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"1283","ANI-21-0794","barber",1,"MOU","2470",1,15,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"1284","ANI-21-0794","barber",1,"MOU","2470",1,15,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"1285","ANI-21-0794","barber",1,"MOU","2470",1,15,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"1286","ANI-21-0805","barber",1,"MOU","2720",1,1,"ad","","female",0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1287","ANI-21-0805","barber",1,"MOU","2720",1,1,"ad","","female",0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1288","ANI-21-0805","barber",1,"MOU","2720",1,1,"ad","","female",0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1289","ANI-21-0805","barber",1,"MOU","2720",1,1,"ad","","female",0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1290","ANI-21-0805","barber",1,"MOU","2720",1,1,"ad","","female",0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1291","ANI-21-0805","barber",1,"MOU","2720",1,1,"ad","","female",0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1292","ANI-21-0805","barber",1,"MOU","2720",1,1,"ad","","female",0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1293","ANI-21-0805","barber",1,"MOU","2720",1,1,"ad","","female",0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA
