"","method","Replicate number","ANI","yr","nb","gradient","alti","INat","abundance","stade","état","sexe","Mass","referential","canonic","id","rankName","referenceName","familyName","orderName","className","phylumName"
"252","barber",1,"ANI","21","0794","MOU","2470",0,1,"adulte",NA,"mâle",NA,"taxref","Lebiinae",704587,"Sous-Famille","Lebiini Bonelli, 1810","Carabidae","Coleoptera","Insecta","Arthropoda"
"253","barber",1,"ANI","21","0794","MOU","2470",0,1,NA,NA,NA,"0,004","taxref","Lithobius",823483,"Sous-Genre","Lithobius Leach, 1814","Lithobiidae","Lithobiomorpha","Chilopoda","Arthropoda"
"254","barber",1,"ANI","21","0794","MOU","2470",0,2,"juvenile",NA,"indeterminé",NA,"taxref","Lycosidae",184368,"Famille","Lycosidae Sundevall, 1833","Lycosidae","Araneae","Arachnida","Arthropoda"
"255","barber",1,"ANI","21","0794","MOU","2470",0,2,"adulte",NA,NA,NA,"taxref","Polyphaga",184631,"Sous-Ordre","Polyphaga ",NA,"Coleoptera","Insecta","Arthropoda"
"256","barber",1,"ANI","21","0794","MOU","2470",0,1,"adulte",NA,NA,NA,"taxref","Scarabaeoidea",184746,"Super-Famille","Scarabaeoidea Latreille, 1802",NA,"Coleoptera","Insecta","Arthropoda"
"257","barber",1,"ANI","21","0794","MOU","2470",0,15,"adulte",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"258","barber",1,"ANI","21","0805","MOU","2720",0,1,"adulte",NA,"femelle","0,014","taxref","Amara erratica",222637,"Espèce","Amara erratica (Duftschmid, 1812)","Carabidae","Coleoptera","Insecta","Arthropoda"
"259","barber",1,"ANI","21","0805","MOU","2720",0,1,"adulte",NA,"femelle","0,021","taxref","Amara erratica",222637,"Espèce","Amara erratica (Duftschmid, 1812)","Carabidae","Coleoptera","Insecta","Arthropoda"
"260","barber",1,"ANI","21","0805","MOU","2720",0,1,"adulte",NA,"femelle","0,021","taxref","Amara quenseli",9222,"Espèce","Amara quenseli (Schönherr, 1806)","Carabidae","Coleoptera","Insecta","Arthropoda"
"261","barber",1,"ANI","21","0805","MOU","2720",0,2,NA,NA,NA,NA,"taxref","Dermaptera",184777,"Ordre","Dermaptera De Geer, 1773",NA,"Dermaptera","Insecta","Arthropoda"
"262","barber",1,"ANI","21","0805","MOU","2720",0,2,"adulte",NA,"Femelle",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"263","barber",1,"ANI","21","0805","MOU","2720",0,1,"adulte",NA,NA,NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"264","barber",1,"ANI","21","0805","MOU","2720",0,4,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"265","barber",1,"ANI","21","0805","MOU","2720",0,1,"adulte",NA,"male",NA,"gbif",NA,2135606,"Espèce","Pelecopsis alpica Thaler, 1991","Linyphiidae","Araneae","Arachnida","Arthropoda"
"266","barber",1,"ANI","21","0805","MOU","2720",0,1,"adulte",NA,"femelle",NA,"taxref","Pelecopsis parallela",1504,"Espèce","Pelecopsis parallela (Wider, 1834)","Linyphiidae","Araneae","Arachnida","Arthropoda"
"267","barber",1,"ANI","21","0805","MOU","2720",0,5,"adulte",NA,NA,NA,"taxref","Polyphaga",184631,"Sous-Ordre","Polyphaga ",NA,"Coleoptera","Insecta","Arthropoda"
"268","barber",1,"ANI","21","0805","MOU","2720",0,3,"adulte",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"269","barber",1,"ANI","21","0805","MOU","2720",0,1,"juvenile",NA,"indeterminé",NA,"taxref","Thomisidae",184390,"Famille","Thomisidae Sundevall, 1833","Thomisidae","Araneae","Arachnida","Arthropoda"
"270","barber",1,"ANI","21","0816","RIS","1900",0,1,"adulte",NA,"femelle",NA,"taxref","Agroeca proxima",1779,"Espèce","Agroeca proxima (O. Pickard-Cambridge, 1871)","Liocranidae","Araneae","Arachnida","Arthropoda"
"271","barber",1,"ANI","21","0816","RIS","1900",0,1,"adulte",NA,"male",NA,"taxref","Bolyphantes alticeps",233478,"Espèce","Bolyphantes alticeps (Sundevall, 1833)","Linyphiidae","Araneae","Arachnida","Arthropoda"
"272","barber",1,"ANI","21","0816","RIS","1900",0,4,NA,NA,NA,NA,"taxref","Cicadellidae",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"273","barber",1,"ANI","21","0816","RIS","1900",0,3,NA,NA,NA,NA,"taxref","Collembola",184571,"Ordre","Collembola Lubbock, 1870",NA,"Collembola","Entognatha","Arthropoda"
"274","barber",1,"ANI","21","0816","RIS","1900",0,1,NA,NA,"hermaphrodite",NA,"taxref","Deroceras",191646,"Genre","Deroceras Rafinesque, 1820","Agriolimacidae","Stylommatophora","Gastropoda","Mollusca"
"275","barber",1,"ANI","21","0816","RIS","1900",0,1,"juvenile",NA,"indeterminé",NA,"taxref","Dysderidae",184359,"Famille","Dysderidae ","Dysderidae","Araneae","Arachnida","Arthropoda"
"276","barber",1,"ANI","21","0816","RIS","1900",0,302,"adulte",NA,"Femelle",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"277","barber",1,"ANI","21","0816","RIS","1900",0,1,"adulte",NA,"male",NA,"taxref","Harpactocrates drassoides",1157,"Espèce","Harpactocrates drassoides (Simon, 1882)","Dysderidae","Araneae","Arachnida","Arthropoda"
"278","barber",1,"ANI","21","0816","RIS","1900",0,1,"juvenile",NA,"indeterminé",NA,"taxref","Linyphiidae",184366,"Famille","Linyphiidae Blackwall, 1859","Linyphiidae","Araneae","Arachnida","Arthropoda"
"279","barber",1,"ANI","21","0816","RIS","1900",0,1,"adulte",NA,"femelle",NA,"taxref","Pardosa monticola",1928,"Espèce","Pardosa monticola (Clerck, 1758)","Lycosidae","Araneae","Arachnida","Arthropoda"
"280","barber",1,"ANI","21","0816","RIS","1900",0,1,"adulte",NA,"male",NA,"taxref","Tenuiphantes mengei",233783,"Espèce","Tenuiphantes mengei (Kulczynski, 1887)","Linyphiidae","Araneae","Arachnida","Arthropoda"
"281","barber",1,"ANI","21","0816","RIS","1900",0,1,"larve",NA,NA,NA,"taxref","Tipulidae",184950,"Famille","Tipulidae Latreille, 1802","Tipulidae","Diptera","Insecta","Arthropoda"
"282","barber",1,"ANI","21","0816","RIS","1900",1,1,"adulte",NA,NA,NA,"taxref","Chrysomeloidea",184642,"Super-Famille","Chrysomeloidea Latreille, 1802",NA,"Coleoptera","Insecta","Arthropoda"
"283","barber",1,"ANI","21","0816","RIS","1900",1,1,"adulte",NA,NA,NA,"taxref","Curculionidae",184685,"Famille","Curculionidae Latreille, 1802","Curculionidae","Coleoptera","Insecta","Arthropoda"
"284","barber",1,"ANI","21","0816","RIS","1900",1,1,NA,NA,NA,NA,"taxref","Heteroptera",185020,"Sous-Ordre","Heteroptera Latreille, 1810",NA,"Hemiptera","Insecta","Arthropoda"
"285","barber",1,"ANI","21","0816","RIS","1900",1,1,"adulte",NA,NA,NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"286","barber",1,"ANI","21","0816","RIS","1900",1,1,"adulte",NA,"mâle","0,109","taxref","Pterostichus multipunctatus",222602,"Espèce","Pterostichus multipunctatus (Dejean, 1828)","Carabidae","Coleoptera","Insecta","Arthropoda"
"287","barber",1,"ANI","21","0816","RIS","1900",1,4,"adulte",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"288","barber",1,"ANI","21","0827","RIS","2195",0,1,NA,NA,NA,NA,"taxref","Chilopoda",185587,"Classe","Chilopoda Latreille, 1817",NA,NA,"Chilopoda","Arthropoda"
"289","barber",1,"ANI","21","0827","RIS","2195",0,17,NA,NA,NA,NA,"taxref","Cicadellidae",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"290","barber",1,"ANI","21","0827","RIS","2195",0,27,"adulte",NA,"Femelle",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"291","barber",1,"ANI","21","0827","RIS","2195",0,3,"juvenile",NA,"indeterminé",NA,"taxref","Lycosidae",184368,"Famille","Lycosidae Sundevall, 1833","Lycosidae","Araneae","Arachnida","Arthropoda"
"292","barber",1,"ANI","21","0827","RIS","2195",0,2,"adulte",NA,"femelle",NA,"gbif",NA,2146115,"Espèce","Pardosa albatula (Roewer, 1951)","Lycosidae","Araneae","Arachnida","Arthropoda"
"293","barber",1,"ANI","21","0827","RIS","2195",0,2,"adulte",NA,"male",NA,"taxref","Xysticus desidiosus",1659,"Espèce","Xysticus desidiosus Simon, 1875","Thomisidae","Araneae","Arachnida","Arthropoda"
"294","barber",1,"ANI","21","0827","RIS","2195",1,1,NA,NA,NA,NA,"taxref","Heteroptera",185020,"Sous-Ordre","Heteroptera Latreille, 1810",NA,"Hemiptera","Insecta","Arthropoda"
"295","barber",1,"ANI","21","0827","RIS","2195",1,1,"adulte",NA,NA,NA,"taxref","Chrysomeloidea",184642,"Super-Famille","Chrysomeloidea Latreille, 1802",NA,"Coleoptera","Insecta","Arthropoda"
"296","barber",1,"ANI","21","0827","RIS","2195",1,1,"adulte",NA,NA,NA,"taxref","Chrysomeloidea",184642,"Super-Famille","Chrysomeloidea Latreille, 1802",NA,"Coleoptera","Insecta","Arthropoda"
"297","barber",1,"ANI","21","0827","RIS","2195",1,1,"adulte",NA,NA,NA,"taxref","Chrysomeloidea",184642,"Super-Famille","Chrysomeloidea Latreille, 1802",NA,"Coleoptera","Insecta","Arthropoda"
"298","barber",1,"ANI","21","0827","RIS","2195",1,1,"adulte",NA,NA,NA,"taxref","Chrysomeloidea",184642,"Super-Famille","Chrysomeloidea Latreille, 1802",NA,"Coleoptera","Insecta","Arthropoda"
"299","barber",1,"ANI","21","0827","RIS","2195",1,1,"adulte",NA,NA,NA,"taxref","Curculionidae",184685,"Famille","Curculionidae Latreille, 1802","Curculionidae","Coleoptera","Insecta","Arthropoda"
"300","barber",1,"ANI","21","0827","RIS","2195",1,1,NA,NA,NA,NA,"taxref","Heteroptera",185020,"Sous-Ordre","Heteroptera Latreille, 1810",NA,"Hemiptera","Insecta","Arthropoda"
"301","barber",1,"ANI","21","0827","RIS","2195",1,1,NA,NA,NA,NA,"taxref","Heteroptera",185020,"Sous-Ordre","Heteroptera Latreille, 1810",NA,"Hemiptera","Insecta","Arthropoda"
"302","barber",1,"ANI","21","0827","RIS","2195",1,1,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"303","barber",1,"ANI","21","0827","RIS","2195",1,1,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"304","barber",1,"ANI","21","0827","RIS","2195",1,2,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"305","barber",1,"ANI","21","0827","RIS","2195",1,3,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"306","barber",1,"ANI","21","0838","RIS","2340",0,4,"adulte",NA,NA,NA,"taxref","Alticinae",728944,"Sous-Famille","Alticini Newman, 1834","Chrysomelidae","Coleoptera","Insecta","Arthropoda"
"307","barber",1,"ANI","21","0838","RIS","2340",0,1,"adulte",NA,"mâle","0,027","taxref","Amara equestris",222652,"Espèce","Amara equestris (Duftschmid, 1812)","Carabidae","Coleoptera","Insecta","Arthropoda"
"308","barber",1,"ANI","21","0838","RIS","2340",0,1,"adulte",NA,"femelle","0,565","taxref","Carabus problematicus",8428,"Espèce","Carabus problematicus Herbst, 1786","Carabidae","Coleoptera","Insecta","Arthropoda"
"309","barber",1,"ANI","21","0838","RIS","2340",0,1,"adulte",NA,"femelle","0,655","taxref","Carabus problematicus",8428,"Espèce","Carabus problematicus Herbst, 1786","Carabidae","Coleoptera","Insecta","Arthropoda"
"310","barber",1,"ANI","21","0838","RIS","2340",0,1,"adulte",NA,"femelle","0,707","taxref","Carabus problematicus",8428,"Espèce","Carabus problematicus Herbst, 1786","Carabidae","Coleoptera","Insecta","Arthropoda"
"311","barber",1,"ANI","21","0838","RIS","2340",0,1,"adulte",NA,"femelle","0,793","taxref","Carabus problematicus",8428,"Espèce","Carabus problematicus Herbst, 1786","Carabidae","Coleoptera","Insecta","Arthropoda"
"312","barber",1,"ANI","21","0838","RIS","2340",0,1,"adulte",NA,"mâle","0,389","taxref","Carabus problematicus",8428,"Espèce","Carabus problematicus Herbst, 1786","Carabidae","Coleoptera","Insecta","Arthropoda"
"313","barber",1,"ANI","21","0838","RIS","2340",0,1,"adulte",NA,"mâle","0,455","taxref","Carabus problematicus",8428,"Espèce","Carabus problematicus Herbst, 1786","Carabidae","Coleoptera","Insecta","Arthropoda"
"314","barber",1,"ANI","21","0838","RIS","2340",0,1,"adulte",NA,"mâle","0,522","taxref","Carabus problematicus",8428,"Espèce","Carabus problematicus Herbst, 1786","Carabidae","Coleoptera","Insecta","Arthropoda"
"315","barber",1,"ANI","21","0838","RIS","2340",0,1,NA,NA,NA,NA,"taxref","Cicadellidae",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"316","barber",1,"ANI","21","0838","RIS","2340",0,15,"adulte",NA,"Femelle",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"317","barber",1,"ANI","21","0838","RIS","2340",0,1,"adulte",NA,NA,NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"318","barber",1,"ANI","21","0838","RIS","2340",0,4,"larve",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","barber",1,"ANI","21","0838","RIS","2340",0,2,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"320","barber",1,"ANI","21","0838","RIS","2340",0,1,"adulte",NA,NA,NA,"taxref","Scarabaeoidea",184746,"Super-Famille","Scarabaeoidea Latreille, 1802",NA,"Coleoptera","Insecta","Arthropoda"
"321","barber",1,"ANI","21","0838","RIS","2340",0,1,"adulte",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"322","barber",1,"ANI","21","0838","RIS","2340",0,2,"larve",NA,NA,NA,"taxref","Tipulidae",184950,"Famille","Tipulidae Latreille, 1802","Tipulidae","Diptera","Insecta","Arthropoda"
"323","barber",1,"ANI","21","0838","RIS","2340",0,1,"adulte",NA,NA,NA,"taxref","Trechinae",703278,"Sous-Famille","Trechinae Bonelli, 1810","Carabidae","Coleoptera","Insecta","Arthropoda"
"324","barber",1,"ANI","21","0849","RIS","2570",0,1,NA,NA,NA,"0,0027","taxref","Chilopoda",185587,"Classe","Chilopoda Latreille, 1817",NA,NA,"Chilopoda","Arthropoda"
"325","barber",1,"ANI","21","0849","RIS","2570",0,1,NA,NA,NA,NA,"taxref","Cicadellidae",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"326","barber",1,"ANI","21","0849","RIS","2570",0,1,"larve",NA,NA,NA,"taxref","Coleoptera",184612,"Ordre","Coleoptera Linnaeus, 1758",NA,"Coleoptera","Insecta","Arthropoda"
"327","barber",1,"ANI","21","0849","RIS","2570",0,1,NA,NA,NA,NA,"taxref","Collembola",184571,"Ordre","Collembola Lubbock, 1870",NA,"Collembola","Entognatha","Arthropoda"
"328","barber",1,"ANI","21","0849","RIS","2570",0,2,"juvenile",NA,"indeterminé",NA,"taxref","Lycosidae",184368,"Famille","Lycosidae Sundevall, 1833","Lycosidae","Araneae","Arachnida","Arthropoda"
"329","barber",1,"ANI","21","0849","RIS","2570",0,1,NA,NA,NA,NA,"taxref","Nemastomatidae",183843,"Famille","Nemastomatidae ","Nemastomatidae","Opiliones","Arachnida","Arthropoda"
"330","barber",1,"ANI","21","0849","RIS","2570",0,6,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"331","barber",1,"ANI","21","0849","RIS","2570",0,1,"adulte",NA,"femelle",NA,"gbif",NA,2146115,"Espèce","Pardosa albatula (Roewer, 1951)","Lycosidae","Araneae","Arachnida","Arthropoda"
"332","barber",1,"ANI","21","0860","RIS","2770",0,1,"adulte",NA,"femelle",NA,"taxref","Araeoncus anguineus",906414,"Espèce","Araeoncus anguineus (L. Koch, 1869)","Linyphiidae","Araneae","Arachnida","Arthropoda"
"333","barber",1,"ANI","21","0860","RIS","2770",0,1,"adulte",NA,"femelle","0,284","taxref","Carabus depressus",395777,"Espèce","Abax parallelepipedus parallelepipedus (Piller & Mitterpacher, 1783)","Carabidae","Coleoptera","Insecta","Arthropoda"
"334","barber",1,"ANI","21","0860","RIS","2770",0,1,NA,NA,NA,NA,"taxref","Cicadellidae",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"335","barber",1,"ANI","21","0860","RIS","2770",0,1,NA,NA,NA,"0,0125","taxref","Collembola",184571,"Ordre","Collembola Lubbock, 1870",NA,"Collembola","Entognatha","Arthropoda"
"336","barber",1,"ANI","21","0860","RIS","2770",0,3,NA,NA,NA,NA,"taxref","Heteroptera",185020,"Sous-Ordre","Heteroptera Latreille, 1810",NA,"Hemiptera","Insecta","Arthropoda"
"337","barber",1,"ANI","21","0860","RIS","2770",0,2,"adulte",NA,NA,NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"338","barber",1,"ANI","21","0860","RIS","2770",0,1,"larve",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","barber",1,"ANI","21","0860","RIS","2770",0,1,"larve",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","barber",1,"ANI","21","0860","RIS","2770",0,1,"juvenile",NA,"indeterminé",NA,"taxref","Linyphiidae",184366,"Famille","Linyphiidae Blackwall, 1859","Linyphiidae","Araneae","Arachnida","Arthropoda"
"341","barber",1,"ANI","21","0860","RIS","2770",0,1,"adulte",NA,"male",NA,"taxref","Mecynargus paetulus",233645,"Espèce","Mecynargus paetulus (O. Pickard-Cambridge, 1875)","Linyphiidae","Araneae","Arachnida","Arthropoda"
"342","barber",1,"ANI","21","0860","RIS","2770",0,3,"adulte",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"343","barber",1,"ANI","21","0860","RIS","2770",0,2,"adulte",NA,NA,NA,"taxref","Trechinae",703278,"Sous-Famille","Trechinae Bonelli, 1810","Carabidae","Coleoptera","Insecta","Arthropoda"
"344","barber",1,"ANI","21","0871","RIS","2890",0,1,"adulte",NA,NA,NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"345","barber",1,"ANI","21","0871","RIS","2890",0,1,"adulte",NA,NA,NA,"taxref","Polyphaga",184631,"Sous-Ordre","Polyphaga ",NA,"Coleoptera","Insecta","Arthropoda"
"346","barber",1,"ANI","21","0882","TAN","1420",0,2,"adulte",NA,"male",NA,"taxref","Amaurobius fenestralis",1068,"Espèce","Amaurobius fenestralis (Strøm, 1768)","Amaurobiidae","Araneae","Arachnida","Arthropoda"
"347","barber",1,"ANI","21","0882","TAN","1420",0,1,"adulte",NA,"femelle",NA,"taxref","Caracladus zamoniensis",720049,"Espèce","Caracladus zamoniensis Frick & Muff, 2009","Linyphiidae","Araneae","Arachnida","Arthropoda"
"348","barber",1,"ANI","21","0882","TAN","1420",0,1,"adulte",NA,"male",NA,"taxref","Coelotes atropos",1845,"Espèce","Coelotes atropos (Walckenaer, 1830)","Agelenidae","Araneae","Arachnida","Arthropoda"
"349","barber",1,"ANI","21","0882","TAN","1420",0,4,NA,NA,NA,NA,"taxref","Collembola",184571,"Ordre","Collembola Lubbock, 1870",NA,"Collembola","Entognatha","Arthropoda"
"350","barber",1,"ANI","21","0882","TAN","1420",0,2,"juvenile",NA,"indeterminé",NA,"taxref","Dysderidae",184359,"Famille","Dysderidae ","Dysderidae","Araneae","Arachnida","Arthropoda"
"351","barber",1,"ANI","21","0882","TAN","1420",0,2,"adulte",NA,"Femelle",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"352","barber",1,"ANI","21","0882","TAN","1420",0,3,NA,NA,"hermaphrodite",NA,"taxref","Gastropoda",186338,"Classe","Gastropoda Cuvier, 1795",NA,NA,"Gastropoda","Mollusca"
"353","barber",1,"ANI","21","0882","TAN","1420",0,1,"adulte",NA,"male",NA,"taxref","Harpactocrates drassoides",1157,"Espèce","Harpactocrates drassoides (Simon, 1882)","Dysderidae","Araneae","Arachnida","Arthropoda"
"354","barber",1,"ANI","21","0882","TAN","1420",0,1,"adulte",NA,NA,NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"355","barber",1,"ANI","21","0882","TAN","1420",0,1,NA,NA,"femelle","0,0419","taxref","Leptoiulus simplex",227657,"Espèce","Leptoiulus simplex (Verhoeff, 1894)","Julidae","Julida","Diplopoda","Arthropoda"
"356","barber",1,"ANI","21","0882","TAN","1420",0,1,"adulte",NA,"mâle","0,004","taxref","Notiophilus biguttatus",8526,"Espèce","Notiophilus biguttatus (Fabricius, 1779)","Carabidae","Coleoptera","Insecta","Arthropoda"
"357","barber",1,"ANI","21","0882","TAN","1420",0,1,"adulte",NA,"mâle","0,005","taxref","Notiophilus biguttatus",8526,"Espèce","Notiophilus biguttatus (Fabricius, 1779)","Carabidae","Coleoptera","Insecta","Arthropoda"
"358","barber",1,"ANI","21","0882","TAN","1420",0,1,"adulte",NA,"mâle","0,092","taxref","Pterostichus externepunctatus",9114,"Espèce","Pterostichus externepunctatus (Dejean, 1828)","Carabidae","Coleoptera","Insecta","Arthropoda"
"359","barber",1,"ANI","21","0882","TAN","1420",0,1,"adulte",NA,"mâle","0,095","taxref","Pterostichus externepunctatus",9114,"Espèce","Pterostichus externepunctatus (Dejean, 1828)","Carabidae","Coleoptera","Insecta","Arthropoda"
"360","barber",1,"ANI","21","0882","TAN","1420",0,1,"adulte",NA,"mâle","0,1208","taxref","Tachypodoiulus niger",227676,"Espèce","Tachypodoiulus niger (Leach, 1814)","Julidae","Julida","Diplopoda","Arthropoda"
"361","barber",1,"ANI","21","0882","TAN","1420",1,1,NA,NA,NA,NA,"taxref","Cicadellidae",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"362","barber",1,"ANI","21","0882","TAN","1420",1,1,"adulte",NA,NA,NA,"taxref","Polyphaga",184631,"Sous-Ordre","Polyphaga ",NA,"Coleoptera","Insecta","Arthropoda"
"363","barber",1,"ANI","21","0882","TAN","1420",1,1,"adulte",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"364","barber",1,"ANI","21","0893","TAN","1700",0,3,NA,NA,NA,NA,"taxref","Collembola",184571,"Ordre","Collembola Lubbock, 1870",NA,"Collembola","Entognatha","Arthropoda"
"365","barber",1,"ANI","21","0893","TAN","1700",0,136,"adulte",NA,"Femelle",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"366","barber",1,"ANI","21","0893","TAN","1700",0,1,"adulte",NA,"male",NA,"gbif",NA,2138442,"Espèce","Formiphantes lephthyphantiformis (Strand, 1907)","Linyphiidae","Araneae","Arachnida","Arthropoda"
"367","barber",1,"ANI","21","0893","TAN","1700",0,1,"adulte",NA,NA,NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"368","barber",1,"ANI","21","0893","TAN","1700",0,1,"adulte",NA,"male",NA,"taxref","Tenuiphantes tenebricola",233786,"Espèce","Tenuiphantes tenebricola (Wider, 1834)","Linyphiidae","Araneae","Arachnida","Arthropoda"
"369","barber",1,"ANI","21","0893","TAN","1700",1,1,"adulte",NA,NA,NA,"taxref","Curculionidae",184685,"Famille","Curculionidae Latreille, 1802","Curculionidae","Coleoptera","Insecta","Arthropoda"
"370","barber",1,"ANI","21","0893","TAN","1700",1,31,"adulte",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"371","barber",1,"ANI","21","0904","TAN","1890",0,1,"adulte",NA,"femelle","0,016","taxref","Calathus micropterus",222357,"Espèce","Calathus micropterus (Duftschmid, 1812)","Carabidae","Coleoptera","Insecta","Arthropoda"
"372","barber",1,"ANI","21","0904","TAN","1890",0,1,"adulte",NA,"mâle","0,003","taxref","Calathus micropterus",222357,"Espèce","Calathus micropterus (Duftschmid, 1812)","Carabidae","Coleoptera","Insecta","Arthropoda"
"373","barber",1,"ANI","21","0904","TAN","1890",0,1,"adulte",NA,"mâle","0,015","taxref","Calathus micropterus",222357,"Espèce","Calathus micropterus (Duftschmid, 1812)","Carabidae","Coleoptera","Insecta","Arthropoda"
"374","barber",1,"ANI","21","0904","TAN","1890",0,1,NA,NA,NA,"0,0048","taxref","Chilopoda",185587,"Classe","Chilopoda Latreille, 1817",NA,NA,"Chilopoda","Arthropoda"
"375","barber",1,"ANI","21","0904","TAN","1890",0,2,NA,NA,NA,NA,"taxref","Collembola",184571,"Ordre","Collembola Lubbock, 1870",NA,"Collembola","Entognatha","Arthropoda"
"376","barber",1,"ANI","21","0904","TAN","1890",0,2,"adulte",NA,"Femelle",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"377","barber",1,"ANI","21","0904","TAN","1890",0,9,"larve",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","barber",1,"ANI","21","0904","TAN","1890",0,1,"adulte",NA,"femelle",NA,"taxref","Pterostichus externepunctatus",9114,"Espèce","Pterostichus externepunctatus (Dejean, 1828)","Carabidae","Coleoptera","Insecta","Arthropoda"
"379","barber",1,"ANI","21","0904","TAN","1890",0,1,"adulte",NA,"femelle","0,025","taxref","Pterostichus externepunctatus",9114,"Espèce","Pterostichus externepunctatus (Dejean, 1828)","Carabidae","Coleoptera","Insecta","Arthropoda"
"380","barber",1,"ANI","21","0904","TAN","1890",0,1,"adulte",NA,"femelle","0,028","taxref","Pterostichus externepunctatus",9114,"Espèce","Pterostichus externepunctatus (Dejean, 1828)","Carabidae","Coleoptera","Insecta","Arthropoda"
