"","method","Replicate number","id_sample","gradient","alti","INat","abundance","stade","state","sexe","mass","name","referential","id","rankName","fullName","familyName","orderName","className","phylumName"
"618","barber",3,"ANI-22-0289","VTN","1675",1,2,"ad",NA,NA,NA,"Omalium","gbif",3262280,"Genre","Omalium Gravenhorst, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"619","barber",3,"ANI-22-0289","VTN","1675",1,1,"ad",NA,NA,NA,"Hymenoptera","taxref",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"620","barber",3,"ANI-22-0289","VTN","1675",1,1,NA,NA,NA,NA,"Pterostichus","gbif",7367006,"Genre","Pterostichus Bonelli, 1810","Carabidae","Coleoptera","Insecta","Arthropoda"
"621","barber",3,"ANI-22-0289","VTN","1675",1,10,"ad",NA,"unidentified",NA,"Pterostichus","gbif",7367006,"Genre","Pterostichus Bonelli, 1810","Carabidae","Coleoptera","Insecta","Arthropoda"
"622","barber",3,"ANI-22-0300","VTN","1860",1,1,"ad",NA,"male",NA,"Pterostichus","gbif",7367006,"Genre","Pterostichus Bonelli, 1810","Carabidae","Coleoptera","Insecta","Arthropoda"
"623","barber",4,"ANI-21-0819","RIS","1900",1,2,"ad",NA,NA,NA,"Philonthina","gbif",NA,NA,NA,NA,NA,NA,NA
"624","barber",4,"ANI-21-0819","RIS","1900",1,1,"ad",NA,NA,NA,"Otiorhynchus","gbif",1194803,"Genre","Otiorhynchus Germar, 1822","Curculionidae","Coleoptera","Insecta","Arthropoda"
"625","barber",4,"ANI-21-0819","RIS","1900",1,1,"ad",NA,NA,NA,"Otiorhynchus","gbif",1194803,"Genre","Otiorhynchus Germar, 1822","Curculionidae","Coleoptera","Insecta","Arthropoda"
"626","barber",4,"ANI-21-0819","RIS","1900",1,4,"ad",NA,NA,NA,"Belyta","gbif",9091893,"Genre","Belyta Jurine, 1807","Diapriidae","Hymenoptera","Insecta","Arthropoda"
"627","barber",4,"ANI-21-0830","RIS","2195",1,1,"larv",NA,NA,NA,"Geometridae","taxref",185259,"Famille","Geometridae Leach, 1815","Geometridae","Lepidoptera","Insecta","Arthropoda"
"628","barber",4,"ANI-21-0830","RIS","2195",1,1,NA,NA,NA,NA,"Anonconotus","gbif",1683703,"Genre","Anonconotus Camerano, 1878","Tettigoniidae","Orthoptera","Insecta","Arthropoda"
"629","barber",4,"ANI-21-0830","RIS","2195",1,2,NA,NA,NA,NA,"Anonconotus","gbif",1683703,"Genre","Anonconotus Camerano, 1878","Tettigoniidae","Orthoptera","Insecta","Arthropoda"
"630","barber",4,"ANI-21-0830","RIS","2195",1,2,NA,NA,NA,NA,"Anonconotus","gbif",1683703,"Genre","Anonconotus Camerano, 1878","Tettigoniidae","Orthoptera","Insecta","Arthropoda"
"631","barber",4,"ANI-21-0841","RIS","2340",1,2,"ad",NA,NA,NA,"Galeruca","gbif",4990861,"Genre","Galeruca Geoffroy, 1762","Chrysomelidae","Coleoptera","Insecta","Arthropoda"
"632","barber",4,"ANI-21-0841","RIS","2340",1,1,"larv",NA,NA,NA,"Larve éruciforme",NA,NA,NA,NA,NA,NA,NA,NA
"633","barber",4,"ANI-21-0841","RIS","2340",1,1,"ad",NA,NA,NA,"Xantholinini","taxref",729971,"Tribu","Xantholinini Erichson, 1839","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"634","barber",4,"ANI-21-0841","RIS","2340",1,1,"ad",NA,NA,NA,"Pseudocypus","gbif",4715458,"Genre","Pseudocypus Mulsant & Rey, 1876","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"635","barber",4,"ANI-21-0852","RIS","2570",1,1,"larv",NA,NA,NA,"Insecta","gbif",216,"Classe","Insecta",NA,NA,"Insecta","Arthropoda"
"636","barber",4,"ANI-21-0852","RIS","2570",1,1,NA,NA,NA,NA,"Anonconotus","gbif",1683703,"Genre","Anonconotus Camerano, 1878","Tettigoniidae","Orthoptera","Insecta","Arthropoda"
"637","barber",4,"ANI-21-0852","RIS","2570",1,1,NA,NA,NA,NA,"Myrmeleotettix maculatus","gbif",1701365,"Espèce","Myrmeleotettix maculatus (Thunberg, 1815)","Acrididae","Orthoptera","Insecta","Arthropoda"
"638","barber",4,"ANI-21-0852","RIS","2570",1,3,NA,NA,NA,NA,"Myrmeleotettix maculatus","gbif",1701365,"Espèce","Myrmeleotettix maculatus (Thunberg, 1815)","Acrididae","Orthoptera","Insecta","Arthropoda"
"639","barber",4,"ANI-21-0852","RIS","2570",1,2,NA,NA,NA,NA,"Arcyptera fusca","gbif",5098489,"Espèce","Arcyptera fusca (Pallas, 1773)","Acrididae","Orthoptera","Insecta","Arthropoda"
"640","barber",4,"ANI-21-0863","RIS","2770",1,1,"ad",NA,NA,NA,"Helophorus","gbif",3263442,"Genre","Helophorus Fabricius, 1775","Helophoridae","Coleoptera","Insecta","Arthropoda"
"641","barber",4,"ANI-21-0885","TAN","1420",1,2,"ad",NA,NA,NA,"Pityophagus","gbif",4407529,"Genre","Pityophagus Shuckard, 1839","Nitidulidae","Coleoptera","Insecta","Arthropoda"
"642","barber",4,"ANI-21-0885","TAN","1420",1,1,"ad",NA,NA,NA,"Scolytinae","taxref",726356,"Sous-Famille","Scolytinae Latreille, 1804","Curculionidae","Coleoptera","Insecta","Arthropoda"
"643","barber",4,"ANI-21-0885","TAN","1420",1,1,NA,NA,NA,NA,"Gastrodes abietum","taxref",238089,"Espèce","Gastrodes abietum Bergroth, 1914","Rhyparochromidae","Hemiptera","Insecta","Arthropoda"
"644","barber",4,"ANI-21-0885","TAN","1420",1,1,"ad",NA,NA,NA,"Pantoclis","gbif",4406533,"Genre","Pantoclis Förster, 1856","Diapriidae","Hymenoptera","Insecta","Arthropoda"
"645","barber",4,"ANI-21-0896","TAN","1700",1,3,"ad",NA,NA,NA,"Pella humeralis","taxref",794506,"Espèce","Pella humeralis (Gravenhorst, 1806)","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"646","barber",4,"ANI-21-0896","TAN","1700",1,1,NA,NA,NA,NA,"Auchenorrhyncha","gbif",NA,NA,NA,NA,NA,NA,NA
"647","barber",4,"ANI-21-0896","TAN","1700",1,1,"ad",NA,NA,NA,"Lyteba","gbif",4406709,"Genre","Lyteba Thomson, 1859","Diapriidae","Hymenoptera","Insecta","Arthropoda"
"648","barber",4,"ANI-21-0896","TAN","1700",1,1,"ad",NA,NA,NA,"Belyta","gbif",9091893,"Genre","Belyta Jurine, 1807","Diapriidae","Hymenoptera","Insecta","Arthropoda"
"649","barber",4,"ANI-21-0907","TAN","1890",1,1,"ad",NA,NA,NA,"Quedius cinctus","taxref",9837,"Espèce","Quedius cinctus (Paykull, 1790)","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"650","barber",4,"ANI-21-0907","TAN","1890",1,2,"ad",NA,NA,NA,"Liogluta","gbif",1042548,"Genre","Liogluta C.G.Thomson, 1858","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"651","barber",4,"ANI-21-0907","TAN","1890",1,3,"ad",NA,NA,NA,"Aleocharinae","taxref",523719,"Sous-Famille","Aleocharinae Fleming, 1821","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"652","barber",4,"ANI-21-0918","TAN","2100",1,1,NA,NA,NA,NA,"Auchenorrhyncha","gbif",NA,NA,NA,NA,NA,NA,NA
"653","barber",4,"ANI-21-0918","TAN","2100",1,1,"ad",NA,NA,NA,"Belyta","gbif",9091893,"Genre","Belyta Jurine, 1807","Diapriidae","Hymenoptera","Insecta","Arthropoda"
"654","barber",4,"ANI-21-0918","TAN","2100",1,1,"ad",NA,NA,NA,"Belyta","gbif",9091893,"Genre","Belyta Jurine, 1807","Diapriidae","Hymenoptera","Insecta","Arthropoda"
"655","barber",4,"ANI-21-0918","TAN","2100",1,3,"ad",NA,NA,NA,"Catopina","gbif",NA,NA,NA,NA,NA,NA,NA
"656","barber",4,"ANI-21-0918","TAN","2100",1,1,"ad",NA,NA,NA,"Oxypoda","gbif",1041947,"Genre","Oxypoda Mannerheim, 1830","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"657","barber",4,"ANI-21-0918","TAN","2100",1,1,"ad",NA,NA,NA,"Aleocharinae","taxref",523719,"Sous-Famille","Aleocharinae Fleming, 1821","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"658","barber",4,"ANI-21-0918","TAN","2100",1,1,"ad",NA,NA,NA,"Raphirus","gbif",3262387,"Genre","Raphirus Stephens, 1833","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"659","barber",4,"ANI-21-0962","VCHA","2150",1,1,"ad",NA,"unidentified",NA,"Luperini","taxref",730132,"Tribu","Luperini Gistel, 1848","Chrysomelidae","Coleoptera","Insecta","Arthropoda"
"660","barber",4,"ANI-21-0962","VCHA","2150",1,1,"ad",NA,"unidentified",NA,"Alticini","taxref",730142,"Tribu","Alticini Newman, 1834","Chrysomelidae","Coleoptera","Insecta","Arthropoda"
"661","barber",4,"ANI-21-0962","VCHA","2150",1,6,"ad",NA,NA,NA,"Philonthina","gbif",NA,NA,NA,NA,NA,NA,NA
"662","barber",4,"ANI-21-0962","VCHA","2150",1,1,"ad",NA,NA,NA,"Stenus","gbif",9025291,"Genre","Stenus Latreille, 1797","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"663","barber",4,"ANI-21-0973","VCHA","2330",1,1,NA,NA,NA,NA,"Anechura bipunctata","taxref",65863,"Espèce","Anechura bipunctata (Fabricius, 1781)","Forficulidae","Dermaptera","Insecta","Arthropoda"
"664","barber",4,"ANI-21-0973","VCHA","2330",1,1,"ad",NA,NA,NA,"Sitona","gbif",1181195,"Genre","Sitona Germar, 1817","Curculionidae","Coleoptera","Insecta","Arthropoda"
"665","barber",4,"ANI-21-0984","VCHA","2510",1,1,"ad",NA,NA,NA,"Curculionidae","taxref",184685,"Famille","Curculionidae Latreille, 1802","Curculionidae","Coleoptera","Insecta","Arthropoda"
"666","barber",4,"ANI-21-1006","VCHA","2940",1,1,"ad",NA,NA,NA,"Paramesius","gbif",9198596,"Genre","Paramesius Westwood, 1832","Diapriidae","Hymenoptera","Insecta","Arthropoda"
"667","barber",4,"ANI-22-0004","ARM","1520",1,1,NA,NA,NA,NA,"Psophus stridulus","gbif",1713389,"Espèce","Psophus stridulus (Linnaeus, 1758)","Acrididae","Orthoptera","Insecta","Arthropoda"
"668","barber",4,"ANI-22-0004","ARM","1520",1,1,NA,NA,NA,NA,"Arcyptera fusca","gbif",5098489,"Espèce","Arcyptera fusca (Pallas, 1773)","Acrididae","Orthoptera","Insecta","Arthropoda"
"669","barber",4,"ANI-22-0015","ARM","1750",1,1,NA,NA,NA,NA,"Metrioptera saussuriana","taxref",65719,"Espèce","Metrioptera saussuriana (Frey-Gessner, 1872)","Tettigoniidae","Orthoptera","Insecta","Arthropoda"
"670","barber",4,"ANI-22-0015","ARM","1750",1,1,NA,NA,NA,NA,"Mymaridae","taxref",185147,"Famille","Mymaridae Haliday, 1833","Mymaridae","Hymenoptera","Insecta","Arthropoda"
"671","barber",4,"ANI-22-0015","ARM","1750",1,1,NA,NA,NA,NA,"Ceraphronidae","taxref",185135,"Famille","Ceraphronidae Haliday, 1833","Ceraphronidae","Hymenoptera","Insecta","Arthropoda"
"672","barber",4,"ANI-22-0015","ARM","1750",1,1,NA,NA,NA,NA,"Pterygota","gbif",9502664,"Genre","Pterygota Schott & Endl.","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"673","barber",4,"ANI-22-0015","ARM","1750",1,1,NA,NA,NA,NA,"Chalcidoidea","taxref",185137,"Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"674","barber",4,"ANI-22-0015","ARM","1750",1,1,NA,NA,NA,NA,"Halticini","taxref",895518,"Tribu","Halticini A. Costa, 1853","Miridae","Hemiptera","Insecta","Arthropoda"
"675","barber",4,"ANI-22-0015","ARM","1750",1,1,NA,NA,NA,NA,"Stauroderus scalaris","gbif",1703827,"Espèce","Stauroderus scalaris (Fischer von Waldheim, 1846)","Acrididae","Orthoptera","Insecta","Arthropoda"
"676","barber",4,"ANI-22-0015","ARM","1750",1,1,NA,NA,NA,NA,"Euthystira brachyptera","gbif",1701343,"Espèce","Euthystira brachyptera (Ocskay, 1826)","Acrididae","Orthoptera","Insecta","Arthropoda"
"677","barber",4,"ANI-22-0015","ARM","1750",1,1,NA,NA,NA,NA,"Miramella alpina","gbif",1704195,"Espèce","Miramella alpina (Kollar, 1833)","Acrididae","Orthoptera","Insecta","Arthropoda"
"678","barber",4,"ANI-22-0048","MSB","1370",1,1,"adulte",NA,"mâle",NA,"Carabus auronitens punctatoauratus","gbif",4470628,"Espèce","Carabus auronitens Fabricius, 1792","Carabidae","Coleoptera","Insecta","Arthropoda"
"679","barber",4,"ANI-22-0048","MSB","1370",1,1,"adulte",NA,"femelle",NA,"Carabus purpurascens","gbif",7950301,"Espèce","Carabus purpurascens Fabricius, 1787","Carabidae","Coleoptera","Insecta","Arthropoda"
"680","barber",4,"ANI-22-0048","MSB","1370",1,55,"adulte",NA,"femelle",NA,"Formica rufa","gbif",1315132,"Espèce","Formica rufa Linnaeus, 1761","Formicidae","Hymenoptera","Insecta","Arthropoda"
"681","barber",4,"ANI-22-0048","MSB","1370",1,1,"adulte",NA,NA,NA,"Anoplotrupes stercorosus","taxref",10539,"Espèce","Anoplotrupes stercorosus (Hartmann in Scriba, 1791)","Geotrupidae","Coleoptera","Insecta","Arthropoda"
"682","barber",4,"ANI-22-0048","MSB","1370",1,5,"adulte",NA,NA,NA,"Anoplotrupes stercorosus","taxref",10539,"Espèce","Anoplotrupes stercorosus (Hartmann in Scriba, 1791)","Geotrupidae","Coleoptera","Insecta","Arthropoda"
"683","barber",4,"ANI-22-0048","MSB","1370",1,1,"adulte",NA,NA,NA,"Aleochara","gbif",1040722,"Genre","Aleochara Gravenhorst, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"684","barber",4,"ANI-22-0048","MSB","1370",1,1,"adulte",NA,NA,NA,"Aleochara","gbif",1040722,"Genre","Aleochara Gravenhorst, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"685","barber",4,"ANI-22-0059","MSB","1420",1,1,NA,NA,NA,NA,"Cicadellidae","taxref",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"686","barber",4,"ANI-22-0059","MSB","1420",1,1,NA,NA,NA,NA,"Cicadellidae","taxref",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"687","barber",4,"ANI-22-0059","MSB","1420",1,1,NA,NA,NA,NA,"Alticini","taxref",730142,"Tribu","Alticini Newman, 1834","Chrysomelidae","Coleoptera","Insecta","Arthropoda"
"688","barber",4,"ANI-22-0059","MSB","1420",1,1,NA,NA,NA,NA,"Longitarsus holsaticus","taxref",241688,"Espèce","Longitarsus holsaticus (Linnaeus, 1758)","Chrysomelidae","Coleoptera","Insecta","Arthropoda"
"689","barber",4,"ANI-22-0059","MSB","1420",1,24,NA,NA,NA,NA,"Myrmica","gbif",1318775,"Genre","Myrmica Latreille, 1804","Formicidae","Hymenoptera","Insecta","Arthropoda"
"690","barber",4,"ANI-22-0059","MSB","1420",1,8,NA,NA,NA,NA,"Formica","gbif",1314840,"Genre","Formica Linnaeus, 1758","Formicidae","Hymenoptera","Insecta","Arthropoda"
"691","barber",4,"ANI-22-0059","MSB","1420",1,10,NA,NA,NA,NA,"Formica rufa","gbif",1315132,"Espèce","Formica rufa Linnaeus, 1761","Formicidae","Hymenoptera","Insecta","Arthropoda"
"692","barber",4,"ANI-22-0059","MSB","1420",1,1,NA,NA,NA,NA,"Chthonolasius","gbif",4673403,"Genre","Chthonolasius Ruzsky, 1914","Formicidae","Hymenoptera","Insecta","Arthropoda"
"693","barber",4,"ANI-22-0059","MSB","1420",1,1,NA,NA,NA,NA,"Hymenoptera","taxref",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"694","barber",4,"ANI-22-0070","MSB","1890",1,1,NA,NA,"unidentified",NA,"Carabidae","taxref",184615,"Famille","Carabidae Latreille, 1802","Carabidae","Coleoptera","Insecta","Arthropoda"
"695","barber",4,"ANI-22-0070","MSB","1890",1,1,NA,NA,NA,NA,"Carabidae","taxref",184615,"Famille","Carabidae Latreille, 1802","Carabidae","Coleoptera","Insecta","Arthropoda"
"696","barber",4,"ANI-22-0070","MSB","1890",1,1,NA,NA,NA,NA,"Pterostichus","gbif",7367006,"Genre","Pterostichus Bonelli, 1810","Carabidae","Coleoptera","Insecta","Arthropoda"
"697","barber",4,"ANI-22-0070","MSB","1890",1,10,NA,NA,NA,NA,"Formica","gbif",1314840,"Genre","Formica Linnaeus, 1758","Formicidae","Hymenoptera","Insecta","Arthropoda"
"698","barber",4,"ANI-22-0070","MSB","1890",1,24,NA,NA,NA,NA,"Formica rufa","gbif",1315132,"Espèce","Formica rufa Linnaeus, 1761","Formicidae","Hymenoptera","Insecta","Arthropoda"
"699","barber",4,"ANI-22-0070","MSB","1890",1,37,NA,NA,NA,NA,"Myrmica lobicornis","gbif",1318965,"Espèce","Myrmica lobicornis Nylander, 1846","Formicidae","Hymenoptera","Insecta","Arthropoda"
"700","barber",4,"ANI-22-0070","MSB","1890",1,2,NA,NA,NA,NA,"Myrmica lobicornis","gbif",1318965,"Espèce","Myrmica lobicornis Nylander, 1846","Formicidae","Hymenoptera","Insecta","Arthropoda"
"701","barber",4,"ANI-22-0070","MSB","1890",1,1,NA,NA,NA,NA,"Formica rufa","gbif",1315132,"Espèce","Formica rufa Linnaeus, 1761","Formicidae","Hymenoptera","Insecta","Arthropoda"
"702","barber",4,"ANI-22-0070","MSB","1890",1,1,NA,NA,NA,NA,"Microphysidae","taxref",185027,"Famille","Microphysidae Dohrn, 1859","Microphysidae","Hemiptera","Insecta","Arthropoda"
"703","barber",4,"ANI-22-0070","MSB","1890",1,1,NA,NA,NA,NA,"Eulophinae","taxref",728942,"Sous-Famille","Eulophinae Westwood, 1829","Eulophidae","Hymenoptera","Insecta","Arthropoda"
"704","barber",4,"ANI-22-0070","MSB","1890",1,1,NA,NA,NA,NA,"Omalium","gbif",3262280,"Genre","Omalium Gravenhorst, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"705","barber",4,"ANI-22-0070","MSB","1890",1,1,NA,NA,NA,NA,"Omalium","gbif",3262280,"Genre","Omalium Gravenhorst, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"706","barber",4,"ANI-22-0070","MSB","1890",1,1,NA,NA,NA,NA,"Hadrognathus longipalpis","taxref",243822,"Espèce","Hadrognathus longipalpis (Mulsant & Rey, 1851)","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"707","barber",4,"ANI-22-0070","MSB","1890",1,1,NA,NA,NA,NA,"Omalium","gbif",3262280,"Genre","Omalium Gravenhorst, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"708","barber",4,"ANI-22-0070","MSB","1890",1,1,NA,NA,NA,NA,"Omalium","gbif",3262280,"Genre","Omalium Gravenhorst, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"709","barber",4,"ANI-22-0081","MSB","2020",1,1,NA,NA,NA,NA,"Belyta","gbif",9091893,"Genre","Belyta Jurine, 1807","Diapriidae","Hymenoptera","Insecta","Arthropoda"
"710","barber",4,"ANI-22-0081","MSB","2020",1,1,NA,NA,"unidentified",NA,"Lebiini","taxref",730146,"Tribu","Lebiini Bonelli, 1810","Carabidae","Coleoptera","Insecta","Arthropoda"
"711","barber",4,"ANI-22-0081","MSB","2020",1,1,NA,NA,NA,NA,"Lasius","gbif",1325751,"Genre","Lasius Fabricius, 1804","Formicidae","Hymenoptera","Insecta","Arthropoda"
"712","barber",4,"ANI-22-0092","MSB","2260",1,1,NA,NA,NA,NA,"Formicidae","taxref",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"713","barber",4,"ANI-22-0103","PEC","1152",1,1,NA,NA,NA,NA,"Aclista","gbif",4405710,"Genre","Aclista Förster, 1856","Diapriidae","Hymenoptera","Insecta","Arthropoda"
"714","barber",4,"ANI-22-0103","PEC","1152",1,1,NA,NA,NA,NA,"Proctotrupomorpha","gbif",NA,NA,NA,NA,NA,NA,NA
"715","barber",4,"ANI-22-0103","PEC","1152",1,1,NA,NA,NA,NA,"Cychrus attenuatus","gbif",7486552,"Espèce","Cychrus attenuatus (Fabricius, 1792)","Carabidae","Coleoptera","Insecta","Arthropoda"
"716","barber",4,"ANI-22-0103","PEC","1152",1,1,NA,NA,NA,NA,"Arion","gbif",2294092,"Genre","Arion A.Férussac, 1819","Arionidae","Stylommatophora","Gastropoda","Mollusca"
"717","barber",4,"ANI-22-0103","PEC","1152",1,1,NA,NA,NA,NA,"Vespula vulgaris","taxref",52902,"Espèce","Vespula vulgaris (Linnaeus, 1758)","Vespidae","Hymenoptera","Insecta","Arthropoda"
"718","barber",4,"ANI-22-0114","PEC","1375",1,3,"ad",NA,"unidentified",NA,"Pterostichus burmeisteri","gbif",7451795,"Espèce","Pterostichus burmeisteri Heer, 1837","Carabidae","Coleoptera","Insecta","Arthropoda"
"719","barber",4,"ANI-22-0114","PEC","1375",1,1,NA,NA,NA,NA,"Hymenoptera","taxref",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"720","barber",4,"ANI-22-0114","PEC","1375",1,1,NA,NA,NA,NA,"Lithobiidae","taxref",185602,"Famille","Lithobiidae Newport, 1844","Lithobiidae","Lithobiomorpha","Chilopoda","Arthropoda"
"721","barber",4,"ANI-22-0114","PEC","1375",1,1,NA,NA,NA,NA,"Lithobiidae","taxref",185602,"Famille","Lithobiidae Newport, 1844","Lithobiidae","Lithobiomorpha","Chilopoda","Arthropoda"
"722","barber",4,"ANI-22-0114","PEC","1375",1,1,NA,NA,NA,NA,"Pterostichus burmeisteri","gbif",7451795,"Espèce","Pterostichus burmeisteri Heer, 1837","Carabidae","Coleoptera","Insecta","Arthropoda"
"723","barber",4,"ANI-22-0114","PEC","1375",1,1,NA,NA,NA,NA,"Pterostichus burmeisteri","gbif",7451795,"Espèce","Pterostichus burmeisteri Heer, 1837","Carabidae","Coleoptera","Insecta","Arthropoda"
"724","barber",4,"ANI-22-0114","PEC","1375",1,2,NA,NA,NA,NA,"Abax parallelepipedus","gbif",5754772,"Espèce","Abax parallelepipedus (Piller & Mitterpacher, 1783)","Carabidae","Coleoptera","Insecta","Arthropoda"
"725","barber",4,"ANI-22-0147","VAL","1860",1,2,NA,NA,NA,NA,"Orthoptera",NA,NA,NA,NA,NA,NA,NA,NA
"726","barber",4,"ANI-22-0147","VAL","1860",1,1,NA,NA,NA,NA,"Silpha tyrolensis","taxref",10375,"Espèce","Silpha tyrolensis Laicharting, 1781","Silphidae","Coleoptera","Insecta","Arthropoda"
"727","barber",4,"ANI-22-0202","VER","1200",1,1,NA,NA,NA,NA,"Acalyptratae","gbif",NA,NA,NA,NA,NA,NA,NA
"728","barber",4,"ANI-22-0202","VER","1200",1,2,NA,NA,NA,NA,"Drosophila suzukii","taxref",701921,"Espèce","Drosophila suzukii (Matsumura, 1931)","Drosophilidae","Diptera","Insecta","Arthropoda"
"729","barber",4,"ANI-22-0202","VER","1200",1,1,NA,NA,NA,NA,"Chthonolasius","gbif",4673403,"Genre","Chthonolasius Ruzsky, 1914","Formicidae","Hymenoptera","Insecta","Arthropoda"
"730","barber",4,"ANI-22-0202","VER","1200",1,1,NA,NA,NA,NA,"Hymenoptera","taxref",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"731","barber",4,"ANI-22-0202","VER","1200",1,1,NA,NA,NA,NA,"Soronia punctatissima","taxref",239276,"Espèce","Soronia punctatissima (Illiger, 1794)","Nitidulidae","Coleoptera","Insecta","Arthropoda"
"732","barber",4,"ANI-22-0202","VER","1200",1,3,NA,NA,"unidentified",NA,"Carabus purpurascens","gbif",7950301,"Espèce","Carabus purpurascens Fabricius, 1787","Carabidae","Coleoptera","Insecta","Arthropoda"
"733","barber",4,"ANI-22-0202","VER","1200",1,2,NA,NA,"unidentified",NA,"Carabus splendens","taxref",8459,"Espèce","Carabus splendens Olivier, 1790","Carabidae","Coleoptera","Insecta","Arthropoda"
"734","barber",4,"ANI-22-0224","VER","1400P",1,2,NA,NA,"unidentified",NA,"Carabus problematicus","gbif",4470555,"Espèce","Carabus problematicus Herbst, 1786","Carabidae","Coleoptera","Insecta","Arthropoda"
"735","barber",4,"ANI-22-0224","VER","1400P",1,1,NA,NA,NA,NA,"Formica","gbif",1314840,"Genre","Formica Linnaeus, 1758","Formicidae","Hymenoptera","Insecta","Arthropoda"
"736","barber",4,"ANI-22-0257","VTN","1130",1,2,"ad",NA,"unidentified",NA,"Abax parallelepipedus","gbif",5754772,"Espèce","Abax parallelepipedus (Piller & Mitterpacher, 1783)","Carabidae","Coleoptera","Insecta","Arthropoda"
"737","barber",4,"ANI-22-0257","VTN","1130",1,2,"ad",NA,NA,NA,"Formica","gbif",1314840,"Genre","Formica Linnaeus, 1758","Formicidae","Hymenoptera","Insecta","Arthropoda"
"738","barber",4,"ANI-22-0257","VTN","1130",1,1,"ad",NA,NA,NA,"Embolemus ruddii","taxref",219226,"Espèce","Embolemus ruddii Westwood, 1833","Embolemidae","Hymenoptera","Insecta","Arthropoda"
"739","barber",4,"ANI-22-0257","VTN","1130",1,2,"adulte",NA,NA,NA,"Scelioninae","taxref",827416,"Sous-Famille","Scelioninae Haliday, 1839","Scelionidae","Hymenoptera","Insecta","Arthropoda"
"740","barber",4,"ANI-22-0257","VTN","1130",1,2,"ad",NA,NA,NA,"Nemobius sylvestris","gbif",1722903,"Espèce","Nemobius sylvestris (Bosc, 1792)","Trigonidiidae","Orthoptera","Insecta","Arthropoda"
"741","barber",4,"ANI-22-0268","VTN","1340",1,176,NA,NA,NA,NA,"Formica rufa","gbif",1315132,"Espèce","Formica rufa Linnaeus, 1761","Formicidae","Hymenoptera","Insecta","Arthropoda"
"742","barber",4,"ANI-22-0268","VTN","1340",1,1,NA,NA,NA,NA,"Aleochara","gbif",1040722,"Genre","Aleochara Gravenhorst, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"743","barber",4,"ANI-22-0279","VTN","1510",1,1,"ad",NA,NA,NA,"Lithobiidae","taxref",185602,"Famille","Lithobiidae Newport, 1844","Lithobiidae","Lithobiomorpha","Chilopoda","Arthropoda"
"744","barber",4,"ANI-22-0279","VTN","1510",1,1,NA,NA,NA,NA,"Thalycra fervida","taxref",239264,"Espèce","Thalycra fervida (Olivier, 1790)","Nitidulidae","Coleoptera","Insecta","Arthropoda"
"745","barber",4,"ANI-22-0279","VTN","1510",1,1,NA,NA,NA,NA,"Thalycra fervida","taxref",239264,"Espèce","Thalycra fervida (Olivier, 1790)","Nitidulidae","Coleoptera","Insecta","Arthropoda"
"746","barber",4,"ANI-22-0279","VTN","1510",1,1,NA,NA,NA,NA,"Carpophilus hemipterus","taxref",9010,"Espèce","Carpophilus hemipterus (Linnaeus, 1758)","Nitidulidae","Coleoptera","Insecta","Arthropoda"
"747","barber",4,"ANI-22-0279","VTN","1510",1,1,NA,NA,NA,NA,"Cholevini","taxref",812498,"Tribu","Cholevini Kirby, 1837","Leiodidae","Coleoptera","Insecta","Arthropoda"
"748","barber",4,"ANI-22-0279","VTN","1510",1,1,"adulte",NA,NA,NA,"Eremocoris plebejus","taxref",238093,"Espèce","Eremocoris plebejus (Fallén, 1807)","Rhyparochromidae","Hemiptera","Insecta","Arthropoda"
