id_sample;method;Replicate number;id_plot;INat;Valid Name;abundance;stade;state;sexe;mass
ANI-21-0916;barber;2;TAN_2100;;Larves campodÇiformes;2;larv;;;
ANI-21-0916;barber;2;TAN_2100;;Lumbricus rubellus castanoides BouchÇ 1972;1;ad;;hermaphrodite;0.133
ANI-21-0916;barber;2;TAN_2100;;Orchestina pavesii (Simon, 1873);1;ad;;female;
ANI-21-0916;barber;2;TAN_2100;;Ozyptila atomaria (Panzer, 1801);1;ad;;male;
ANI-21-0916;barber;2;TAN_2100;;Pardosa riparia (C.L. Koch, 1833);1;ad;;female;
ANI-21-0916;barber;2;TAN_2100;;Pterostichus (Oreophilus) externepunctatus (Dejean, 1828);1;ad;;female;0.058
ANI-21-0916;barber;2;TAN_2100;;Pterostichus (Oreophilus) externepunctatus (Dejean, 1828);1;ad;;female;0.060
ANI-21-0916;barber;2;TAN_2100;;Pterostichus (Oreophilus) externepunctatus (Dejean, 1828);1;ad;;female;0.078
ANI-21-0916;barber;2;TAN_2100;;Pterostichus (Oreophilus) externepunctatus (Dejean, 1828);1;ad;;male;0.041
ANI-21-0916;barber;2;TAN_2100;;Pterostichus (Oreophilus) externepunctatus (Dejean, 1828);1;ad;;male;0.043
ANI-21-0916;barber;2;TAN_2100;;Pterostichus (Oreophilus) externepunctatus (Dejean, 1828);1;ad;;male;0.054
ANI-21-0916;barber;2;TAN_2100;ANI-21-0898-Hetero1;Heteroptera;1;;;;
ANI-21-0916;barber;2;TAN_2100;ANI-21-0907-Coleo;Polyphaga;1;ad;;;
ANI-21-0916;barber;2;TAN_2100;ANI-21-0907-Staph1;Staphylinidae;1;ad;;;
ANI-21-0916;barber;2;TAN_2100;ANI-21-0907-Staph2;Staphylinidae;2;ad;;;
ANI-21-0916;barber;2;TAN_2100;ANI-21-0908-Staph1;Staphylinidae;1;ad;;;
ANI-21-0916;barber;2;TAN_2100;ANI-21-0916-Hetero;Heteroptera;1;larv;;;
ANI-21-0916;barber;2;TAN_2100;ANI-21-0916-Staph;Staphylinidae;1;ad;;;
ANI-21-0916;barber;2;TAN_2100;ANI-21-0916-Staph2;Staphylinidae;1;ad;;;
ANI-21-0949;barber;2;VCHA_1910;;Mitostoma 	chrysomelas;1;;;;
ANI-21-0949;barber;2;VCHA_1910;;Pardosa blanda (C.L. Koch, 1833);1;ad;;female;
ANI-21-0949;barber;2;VCHA_1910;;Tipulidae;1;larv;;;
ANI-21-0949;barber;2;VCHA_1910;ANI-21-0949-amara;Amara Bonelli, 1810;1;ad;;male;0.019
ANI-21-0949;barber;2;VCHA_1910;ANI-21-0949-formicidae;Formicidae;18;ad;;female;
ANI-21-0949;barber;2;VCHA_1910;ANI-21-0949-geotrupidae;Geotrupidae;1;ad;;;
ANI-21-0949;barber;2;VCHA_1910;ANI-21-0949-insecta;Insecta;1;larv;;;
ANI-21-0949;barber;2;VCHA_1910;ANI-21-0949-ortho1;Orthoptera;1;;;;
ANI-21-0949;barber;2;VCHA_1910;ANI-21-0949-ortho2;Orthoptera;1;;;;
ANI-21-0949;barber;2;VCHA_1910;ANI-21-0949-ortho3;Orthoptera;1;;;;
ANI-21-0960;barber;2;VCHA_2150;;Amara (Amara) aenea (De Geer, 1774);1;ad;;female;0.027
ANI-21-0960;barber;2;VCHA_2150;;Bolyphantes alticeps (Sundevall, 1833);1;ad;;female;
ANI-21-0960;barber;2;VCHA_2150;;Bolyphantes alticeps (Sundevall, 1833);1;ad;;male;
ANI-21-0960;barber;2;VCHA_2150;;Caracladus leberti (Roewer, 1942);1;ad;;female;
ANI-21-0960;barber;2;VCHA_2150;;Centromerus sellarius (Simon, 1884);1;ad;;male;
ANI-21-0960;barber;2;VCHA_2150;;Cicadellidae;2;;;;
ANI-21-0960;barber;2;VCHA_2150;;Collembola;3;;;;
ANI-21-0960;barber;2;VCHA_2150;;Cylindroiulus broti (Humbert, 1893);1;;;female;0.3044
ANI-21-0960;barber;2;VCHA_2150;;Formicidae;149;ad;;female;
ANI-21-0960;barber;2;VCHA_2150;;Lepthyphantes nodifer Simon, 1884;1;ad;;female;
ANI-21-0960;barber;2;VCHA_2150;;Notiophilus biguttatus (Fabricius, 1779);1;ad;;female;0.002
ANI-21-0960;barber;2;VCHA_2150;;Notiophilus biguttatus (Fabricius, 1779);1;ad;;female;0.005
ANI-21-0960;barber;2;VCHA_2150;;Notiophilus biguttatus (Fabricius, 1779);1;ad;;male;0.003
ANI-21-0960;barber;2;VCHA_2150;;Pedius longicollis (Duftschmid, 1812);1;ad;;male;0.001
ANI-21-0960;barber;2;VCHA_2150;;Porcellio montanus Budde-Lund, 1885;1;ad;;female;0.0194
ANI-21-0960;barber;2;VCHA_2150;;Tachypodoiulus niger (Leach 1814);1;juv;;male;0.0102
ANI-21-0960;barber;2;VCHA_2150;;Tenuiphantes mengei (Kulczynski, 1887);4;ad;;male;
ANI-21-0960;barber;2;VCHA_2150;;Tipulidae;1;larv;;;
ANI-21-0960;barber;2;VCHA_2150;ANI-21-0960-chryso;Chrysomeloidea;2;ad;;;
ANI-21-0960;barber;2;VCHA_2150;ANI-21-0960-curcu1;Curculionidae;1;ad;;;
ANI-21-0960;barber;2;VCHA_2150;ANI-21-0960-curcu2;Curculionidae;1;ad;;;
ANI-21-0960;barber;2;VCHA_2150;ANI-21-0960-staph;Staphylinidae;4;ad;;;
ANI-21-0960;barber;2;VCHA_2150;ANI-21-0960-Tlaev;Trichotichnus (Trichotichnus) laevicollis (Duftschmid, 1812);1;;;;
ANI-21-0971;barber;2;VCHA_2330;;Lithobius Leach, 1814;1;;;;0.0053
ANI-21-0971;barber;2;VCHA_2330;;Tipulidae;1;larv;;;
ANI-21-0971;barber;2;VCHA_2330;ANI-21-0970-derma;Dermaptera;2;;;;
ANI-21-0971;barber;2;VCHA_2330;ANI-21-0971-Aeq;Amara (Percosia) equestris (Duftschmid, 1812);1;ad;;female;0.038
ANI-21-0971;barber;2;VCHA_2330;ANI-21-0971-curcu;Curculionidae;1;ad;;;
ANI-21-0971;barber;2;VCHA_2330;ANI-21-0971-form;Formicidae;10;ad;;female;
ANI-21-0971;barber;2;VCHA_2330;ANI-21-0971-ortho1;Orthoptera;1;;;;
ANI-21-0971;barber;2;VCHA_2330;ANI-21-0971-ortho2;Orthoptera;1;;;;
ANI-21-0971;barber;2;VCHA_2330;ANI-21-0971-ortho3;Orthoptera;1;;;;
ANI-21-0971;barber;2;VCHA_2330;ANI-21-0971-ortho4;Orthoptera;7;;;;
ANI-21-0982;barber;2;VCHA_2510;;vide;0;;;;
ANI-21-0993;barber;2;VCHA_2760;ANI-21-0993-staph;Staphylinidae;1;ad;;;
ANI-21-1004;barber;2;VCHA_2940;;vide;0;;;;
ANI-22-0002;barber;2;ARM_1520;;Araneae;1;;;unidentified;
ANI-22-0002;barber;2;ARM_1520;ANI-22-0002-apocrita1;Hymenoptera;1;;;;
ANI-22-0002;barber;2;ARM_1520;ANI-22-0002-carab1;Carabidae;1;;;unidentified;
ANI-22-0002;barber;2;ARM_1520;ANI-22-0002-carab2;Polyphaga;1;;;;
ANI-22-0002;barber;2;ARM_1520;ANI-22-0002-diptera1;Diptera;1;;;;
ANI-22-0002;barber;2;ARM_1520;ANI-22-0002-diptera2;Diptera;1;;;;
ANI-22-0002;barber;2;ARM_1520;ANI-22-0002-diptera3;Diptera;1;;;;
ANI-22-0002;barber;2;ARM_1520;ANI-22-0002-formici1;Formicidae;1;;;;
ANI-22-0002;barber;2;ARM_1520;ANI-22-0002-gastro;Gastropoda;1;;;;
ANI-22-0013;barber;2;ARM_1750;;Araneae;10;;;unidentified;
ANI-22-0013;barber;2;ARM_1750;;Cicadellidae;10;;;;
ANI-22-0013;barber;2;ARM_1750;;Diptera;8;larv;;;
ANI-22-0013;barber;2;ARM_1750;;Drymus sylvaticus;1;;;;
ANI-22-0013;barber;2;ARM_1750;;Formica;5;;;;
ANI-22-0013;barber;2;ARM_1750;;Microlestes Schmidt-Goebel, 1846;2;;;unidentified;
ANI-22-0013;barber;2;ARM_1750;;Myrmicinae;20;;;;
ANI-22-0013;barber;2;ARM_1750;;Opiliones;2;;;;
ANI-22-0013;barber;2;ARM_1750;ANI-22-0013-apocrita1;Hymenoptera;1;;;;
ANI-22-0013;barber;2;ARM_1750;ANI-22-0013-charan1;Curculionidae;1;;;;
ANI-22-0013;barber;2;ARM_1750;ANI-22-0013-gastro;Gastropoda;2;;;;
ANI-22-0013;barber;2;ARM_1750;ANI-22-0013-ortho1;Orthoptera;1;;;;
ANI-22-0013;barber;2;ARM_1750;ANI-22-0013-ortho2;Orthoptera;1;;;;
ANI-22-0013;barber;2;ARM_1750;ANI-22-0013-ortho3;Orthoptera;1;;;;
ANI-22-0013;barber;2;ARM_1750;ANI-22-0013-poly1;Polyphaga;6;;;;
ANI-22-0013;barber;2;ARM_1750;ANI-22-0013-poly2;Polyphaga;1;;;;
ANI-22-0013;barber;2;ARM_1750;ANI-22-0013-pupe1;Insecta;0;oeuf;;;
ANI-22-0046;barber;2;MSB_1370;;Araneae;1;;;unidentified;
ANI-22-0046;barber;2;MSB_1370;ANI-22-0046-geo1;Geotrupidae;1;;;;
ANI-22-0046;barber;2;MSB_1370;ANI-22-0046-staphi1;Staphylinidae;1;;;;
ANI-22-0046;barber;2;MSB_1370;ANI-22-0046-staphi2;Staphylinidae;1;;;;
ANI-22-0057;barber;2;MSB_1420;;Araneae;4;;;unidentified;
ANI-22-0057;barber;2;MSB_1420;  ANI-22-0057-formici1;Formicidae;1;;;;
ANI-22-0057;barber;2;MSB_1420;ANI-22-0057 diptera2;Hemiptera;1;;;;
ANI-22-0057;barber;2;MSB_1420;ANI-22-0057-carab1;Carabidae;1;adulte;;femelle;
ANI-22-0057;barber;2;MSB_1420;ANI-22-0057-carab2;Calathus;1;adulte;;;
ANI-22-0057;barber;2;MSB_1420;ANI-22-0057-carab3;Polyphaga;1;adulte;;;
ANI-22-0057;barber;2;MSB_1420;ANI-22-0057-coleo1;Polyphaga;1;adulte;;;
ANI-22-0057;barber;2;MSB_1420;ANI-22-0057-coleo2;Microlestes Schmidt-Goebel, 1846;1;adulte;;;
ANI-22-0057;barber;2;MSB_1420;ANI-22-0057-coleo3;Insecta;1;adulte;;;
ANI-22-0057;barber;2;MSB_1420;ANI-22-0057-formici2;Formicidae;31;adulte;;;
ANI-22-0057;barber;2;MSB_1420;ANI-22-0057-geo1;Geotrupidae;1;adulte;;;
ANI-22-0057;barber;2;MSB_1420;ANI-22-0057-geo2;Geotrupidae;1;adulte;;;
ANI-22-0057;barber;2;MSB_1420;ANI-22-0057-geo3;Polyphaga;1;adulte;;;
ANI-22-0057;barber;2;MSB_1420;ANI-22-0057-hetero1;Hemiptera;1;;;;
ANI-22-0057;barber;2;MSB_1420;ANI-22-0057-hymeno1;Hymenoptera;1;adulte;;;
ANI-22-0057;barber;2;MSB_1420;ANI-22-0057-hymeno2;Hymenoptera;1;adulte;;;
ANI-22-0057;barber;2;MSB_1420;ANI-22-0057-hymeno3;Hymenoptera;1;adulte;;;
ANI-22-0057;barber;2;MSB_1420;ANI-22-0057-hymeno4;Hymenoptera;1;adulte;;;
ANI-22-0057;barber;2;MSB_1420;ANI-22-0057-staphyl1;Staphylinidae;1;adulte;;;
ANI-22-0057;barber;2;MSB_1420;ANI-22-0057-staphyl2;Staphylinidae;1;adulte;;;
ANI-22-0068;barber;2;MSB_1890;;Araneae;1;;;unidentified;
ANI-22-0068;barber;2;MSB_1890;;Diplopoda;1;;;;
ANI-22-0068;barber;2;MSB_1890;ANI-22-0068-formici1;Formicidae;1;;;;
ANI-22-0079;barber;2;MSB_2020;;Araneae;3;;;unidentified;
ANI-22-0079;barber;2;MSB_2020;;Cicadellidae;4;;;;
ANI-22-0079;barber;2;MSB_2020;ANI-22-0079-aleoch1;Aleocharinae;1;;;;
ANI-22-0079;barber;2;MSB_2020;ANI-22-0079-apocrita1;Hymenoptera;1;;;;
ANI-22-0079;barber;2;MSB_2020;ANI-22-0079-apocrita2;Hymenoptera;1;;;;
ANI-22-0079;barber;2;MSB_2020;ANI-22-0079-apocrita3;Hymenoptera;1;;;;
ANI-22-0079;barber;2;MSB_2020;ANI-22-0079-apocrita4;Hymenoptera;1;;;;
ANI-22-0079;barber;2;MSB_2020;ANI-22-0079-apocrita5;Hymenoptera;1;;;;
ANI-22-0079;barber;2;MSB_2020;ANI-22-0079-coleoL1;Coleoptera;1;larv;;;
ANI-22-0079;barber;2;MSB_2020;ANI-22-0079-coleoL2;Coleoptera;1;larve;;;
ANI-22-0079;barber;2;MSB_2020;ANI-22-0079-emargi1;Heteroptera;1;;;;
ANI-22-0079;barber;2;MSB_2020;ANI-22-0079-forfi1;Forficulidae;1;;;;
ANI-22-0079;barber;2;MSB_2020;ANI-22-0079-formica1;Formicidae;1;;;;
ANI-22-0079;barber;2;MSB_2020;ANI-22-0079-formica2;Formicidae;1;;;;
ANI-22-0079;barber;2;MSB_2020;ANI-22-0079-formica3;Formicidae;1;;;;
ANI-22-0079;barber;2;MSB_2020;ANI-22-0079-lepido1;Lepidoptera;1;larv;;;
ANI-22-0079;barber;2;MSB_2020;ANI-22-0079-lepido2;Lepidoptera;1;ad;;;
ANI-22-0079;barber;2;MSB_2020;ANI-22-0079-ortho1;Orthoptera;1;;;;
ANI-22-0079;barber;2;MSB_2020;ANI-22-0079-ortho2;Orthoptera;1;;;;
ANI-22-0079;barber;2;MSB_2020;ANI-22-0079-ortho3;Orthoptera;1;;;;
ANI-22-0079;barber;2;MSB_2020;ANI-22-0079-ortho4;Orthoptera;1;;;;
ANI-22-0079;barber;2;MSB_2020;ANI-22-0079-ortho5;Orthoptera;1;;;;
ANI-22-0079;barber;2;MSB_2020;ANI-22-0079-ortho6;Orthoptera;1;;;;
ANI-22-0079;barber;2;MSB_2020;ANI-22-0079-stygno1;Heteroptera;1;;;;
ANI-22-0090;barber;2;MSB_2260;ANI-22-0090-faronus1;Faronus;1;;;;
ANI-22-0090;barber;2;MSB_2260;ANI-22-0090-formici1;Formicidae;26;;;;
ANI-22-0090;barber;2;MSB_2260;ANI-22-0090-litho1;Lithobius Leach, 1814;1;;;;
ANI-22-0090;barber;2;MSB_2260;ANI-22-0090-myrmica1;Formicidae;1;;;;
ANI-22-0090;barber;2;MSB_2260;ANI-22-0090-omalium1;Omaliinae;1;;;;
ANI-22-0090;barber;2;MSB_2260;ANI-22-0090-ptero1;Pterostichinae;1;;;unidentified;
ANI-22-0101;barber;2;PEC_1152;;Araneae;1;;;unidentified;
ANI-22-0101;barber;2;PEC_1152;;Insecta;2;larv;;;
ANI-22-0101;barber;2;PEC_1152;;Pterostichus (Morphnosoma) melanarius (Illiger, 1798);2;;;;
ANI-22-0101;barber;2;PEC_1152;ANI-22-0101-carab1;Pterostichus (Cheporus) burmeisteri Heer, 1838;1;;;;
ANI-22-0101;barber;2;PEC_1152;ANI-22-0101-chilo1;Chilopoda;1;;;;
ANI-22-0101;barber;2;PEC_1152;ANI-22-0101-chilo2;Chilopoda;1;;;;
ANI-22-0101;barber;2;PEC_1152;ANI-22-0101-coleo1;Coleoptera;1;;;;
ANI-22-0112;barber;2;PEC_1375;;Araneae;1;;;unidentified;
ANI-22-0112;barber;2;PEC_1375;;Cicadellidae;1;larv;;;
ANI-22-0112;barber;2;PEC_1375;ANI-22-0112-abax1;Abax (Abax) parallelus (Duftschmid, 1812);1;ad;;unidentified;
ANI-22-0112;barber;2;PEC_1375;ANI-22-0112-coleo1;Coleoptera;1;;;;
ANI-22-0112;barber;2;PEC_1375;ANI-22-0112-ptero1;Pterostichus (Cheporus) burmeisteri Heer, 1838;6;;;;
ANI-22-0145;barber;2;VAL_1860;;vide;1;;;;
ANI-22-0156;barber;2;VAL_2050;;vide;0;;;;
ANI-22-0167;barber;2;VAL_2250;;vide;0;;;;
ANI-22-0178;barber;2;VAL_2450;;vide;0;;;;
ANI-22-0189;barber;2;VAL_2715;;vide;0;;;;
ANI-22-0200;barber;2;VER_1200;ANI-22-0200-carab1;Carabidae;1;;;unidentified;
ANI-22-0200;barber;2;VER_1200;ANI-22-0200-carab2;Carabidae;2;;;;
ANI-22-0200;barber;2;VER_1200;ANI-22-0200-carab3;Carabidae;1;;;;
ANI-22-0200;barber;2;VER_1200;ANI-22-0200-carab4;Carabidae;1;;;;
ANI-22-0200;barber;2;VER_1200;ANI-22-0200-charan1;Curculionidae;1;;;;
ANI-22-0200;barber;2;VER_1200;ANI-22-0200-charan2;Curculionidae;1;;;;
ANI-22-0200;barber;2;VER_1200;ANI-22-0200-charan3;Curculionidae;1;;;;
ANI-22-0200;barber;2;VER_1200;ANI-22-0200-diptera1;Diptera;1;;;;
ANI-22-0200;barber;2;VER_1200;ANI-22-0200-diptera2;Diptera;1;;;;
ANI-22-0200;barber;2;VER_1200;ANI-22-0200-diptera3;Diptera;1;;;;
ANI-22-0200;barber;2;VER_1200;ANI-22-0200-diptera4;Diptera;2;;;;
ANI-22-0211;barber;2;VER_1400F;;vide;1;;;;
ANI-22-0222;barber;2;VER_1400P;;Araneae;4;;;unidentified;
ANI-22-0222;barber;2;VER_1400P;ANI-22-0222-apocrita1;Hymenoptera;1;;;;
ANI-22-0222;barber;2;VER_1400P;ANI-22-0222-apocrita2;Hymenoptera;1;;;;
ANI-22-0222;barber;2;VER_1400P;ANI-22-0222-apocrita3;Hymenoptera;1;;;;
ANI-22-0222;barber;2;VER_1400P;ANI-22-0222-carab2;Carabus Linnaeus, 1758;1;;;;
ANI-22-0222;barber;2;VER_1400P;ANI-22-0222-carab3;Silpha (Linnaeus 1758);1;ad;;;
ANI-22-0222;barber;2;VER_1400P;ANI-22-0222-carab4;Carabidae;1;;;unidentified;
ANI-22-0222;barber;2;VER_1400P;ANI-22-0222-carab5;Carabidae;1;;;;
ANI-22-0222;barber;2;VER_1400P;ANI-22-0222-carabus;Carabus Linnaeus, 1758;1;ad;;female;
ANI-22-0222;barber;2;VER_1400P;ANI-22-0222-cicad1;Cicadellidae;5;;;;
ANI-22-0222;barber;2;VER_1400P;ANI-22-0222-coleo1;Coleoptera;1;larve;;;
ANI-22-0222;barber;2;VER_1400P;ANI-22-0222-diptera1;Diptera;1;;;;
ANI-22-0222;barber;2;VER_1400P;ANI-22-0222-diptera2;Diptera;1;;;;
ANI-22-0222;barber;2;VER_1400P;ANI-22-0222-diptera3;Diptera;1;;;;
ANI-22-0222;barber;2;VER_1400P;ANI-22-0222-diptera4;Diptera;1;;;;
ANI-22-0222;barber;2;VER_1400P;ANI-22-0222-formici1;Formicidae;2;ad;;female;
ANI-22-0222;barber;2;VER_1400P;ANI-22-0222-formici2;Formicidae;6;;;;
ANI-22-0222;barber;2;VER_1400P;ANI-22-0222-formici3;Formicidae;8;;;;
ANI-22-0222;barber;2;VER_1400P;ANI-22-0222-formici4;Formicidae;60;;;;
ANI-22-0222;barber;2;VER_1400P;ANI-22-0222-formici5;Formicidae;3;;;;
ANI-22-0222;barber;2;VER_1400P;ANI-22-0222-geotrup1;Geotrupidae;1;ad;;;
ANI-22-0222;barber;2;VER_1400P;ANI-22-0222-geotrup2;Geotrupidae;1;ad;;;
ANI-22-0222;barber;2;VER_1400P;ANI-22-0222-hemi1;Hemiptera;1;;;;
ANI-22-0222;barber;2;VER_1400P;ANI-22-0222-hemi2;Hemiptera;2;;;;
ANI-22-0222;barber;2;VER_1400P;ANI-22-0222-ortho1;Orthoptera;1;;;;
ANI-22-0222;barber;2;VER_1400P;ANI-22-0222-silpha;Silpha (Linnaeus 1758);1;ad;;;
ANI-22-0222;barber;2;VER_1400P;ANI-22-0222-staphi1;Staphylinidae;1;;;;
ANI-22-0233;barber;2;VER_1800;;vide;0;;;;
ANI-22-0244;barber;2;VER_2000;;vide;1;;;;
ANI-22-0255;barber;2;VTN_1130;;Abax (Abax) parallelus (Duftschmid, 1812);1;ad;;unidentified;
ANI-22-0255;barber;2;VTN_1130;;Carabus (Archicarabus) nemoralis O.F. MÅller, 1764;2;ad;;;
ANI-22-0255;barber;2;VTN_1130;;Formica;383;ad;;female;
ANI-22-0255;barber;2;VTN_1130;ANI-22-0255-hymeno1;Hymenoptera;1;;;;
ANI-22-0255;barber;2;VTN_1130;ANI-22-0255-larve1;Insecta;1;larv;;;
ANI-22-0255;barber;2;VTN_1130;ANI-22-0255-larve2;Insecta;1;;;;
ANI-22-0255;barber;2;VTN_1130;ANI-22-0255-litho1;Chilopoda;1;juv;;;
ANI-22-0255;barber;2;VTN_1130;ANI-22-0255-ortho1;Orthoptera;1;ad;;;
ANI-22-0255;barber;2;VTN_1130;ANI-22-0255-ortho2;Orthoptera;1;juv;;;
ANI-22-0266;barber;2;VTN_1340;ANI-22-0266-formici1;Formica;1000;ad;;female;
ANI-22-0266;barber;2;VTN_1340;ANI-22-0266-formici2;Myrmica;1;;;;
ANI-22-0266;barber;2;VTN_1340;ANI-22-0266-formici3;Formica;2;;;;
ANI-22-0277;barber;2;VTN_1510;;Araneae;4;;;unidentified;
ANI-22-0277;barber;2;VTN_1510;;Isopoda;2;;;;
ANI-22-0277;barber;2;VTN_1510;;Opiliones;4;ad;;;
ANI-22-0277;barber;2;VTN_1510;ANI-22-0277-carab1;Carabidae;1;;;;
ANI-22-0277;barber;2;VTN_1510;ANI-22-0277-carab2;Carabidae;1;;;;
ANI-22-0277;barber;2;VTN_1510;ANI-22-0277-carab3;Carabidae;1;;;;
ANI-22-0277;barber;2;VTN_1510;ANI-22-0277-carab4;Carabidae;1;;;;
ANI-22-0277;barber;2;VTN_1510;ANI-22-0277-carab5;Carabidae;1;;;;
ANI-22-0277;barber;2;VTN_1510;ANI-22-0277-hetero1;Hemiptera;1;;;;
ANI-22-0277;barber;2;VTN_1510;ANI-22-0277-hymeno1;Hymenoptera;1;;;;
ANI-22-0288;barber;2;VTN_1675;;Diplopoda;3;ad;;;
ANI-22-0288;barber;2;VTN_1675;;Isopoda;3;ad;;;
ANI-22-0288;barber;2;VTN_1675;ANI-22-0288-cychrus1;Cychrus;1;ad;;unidentified;
ANI-22-0288;barber;2;VTN_1675;ANI-22-0288-hetero1;Hemiptera;5;adulte;;;
ANI-22-0288;barber;2;VTN_1675;ANI-22-0288-hetero2;Hemiptera;1;ad;;;
ANI-22-0288;barber;2;VTN_1675;ANI-22-0288-hetero3;Heteroptera;3;ad;;;
ANI-22-0288;barber;2;VTN_1675;ANI-22-0288-litho1;Lithobius Leach, 1814;1;ad;;;
ANI-22-0288;barber;2;VTN_1675;ANI-22-0288-omalium1;Omalium;2;;;;
ANI-22-0288;barber;2;VTN_1675;ANI-22-0288-omalium2;Omalium;1;;;;
ANI-22-0288;barber;2;VTN_1675;ANI-22-0288-ptero1;Pterostichus;17;ad;;;
ANI-22-0288;barber;2;VTN_1675;ANI-22-0288-ptero2;Pterostichus;1;;;;
ANI-22-0288;barber;2;VTN_1675;ANI-22-0288-staph1;Staphylinidae;1;;;;
ANI-22-0288;barber;2;VTN_1675;ANI-22-0288-staph2;Staphylinidae;1;;;;
ANI-22-0288;barber;2;VTN_1675;ANI-22-0288-staph3;Staphylinidae;1;;;;
ANI-22-0288;barber;2;VTN_1675;ANI-22-0288-staph4;Staphylinidae;1;;;;
ANI-22-0299;barber;2;VTN_1860;;Araneae;3;ad;;unidentified;
ANI-22-0299;barber;2;VTN_1860;;Isopoda;1;;;;
ANI-22-0299;barber;2;VTN_1860;ANI-22-0299-cicad1;Cicadellidae;1;;;;
ANI-22-0299;barber;2;VTN_1860;ANI-22-0299-larve1;Insecta;1;larv;;unidentified;
ANI-22-0299;barber;2;VTN_1860;ANI-22-0299-litho1;Lithobius Leach, 1814;1;;;;
ANI-22-0299;barber;2;VTN_1860;ANI-22-0299-litho1;Pterostichus;1;ad;;;
ANI-22-0299;barber;2;VTN_1860;ANI-22-0299-litho2;Pterostichus;1;adulte;;;
ANI-22-0299;barber;2;VTN_1860;ANI-22-0299-litho3;Pterostichus;1;adulte;;;
ANI-22-0299;barber;2;VTN_1860;ANI-22-0299-litho4;Pterostichus;1;adulte;;;
ANI-21-0543;barber;3;ARG_1420;;Calathus (Neocalathus) micropterus (Duftschmid, 1812);1;ad;;female;0.013
ANI-21-0543;barber;3;ARG_1420;;Carabidae;1;larv;;unidentified;
ANI-21-0543;barber;3;ARG_1420;;Histopona torpida (C.L. Koch, 1837);1;ad;;male;
ANI-21-0543;barber;3;ARG_1420;;Staphylinidae;5;ad;;;
ANI-21-0554;barber;3;ARG_1620;;Curculionidae;1;ad;;;
ANI-21-0554;barber;3;ARG_1620;;Gastropoda;2;;;hermaphrodite;
ANI-21-0554;barber;3;ARG_1620;;Glomeris transalpina C.L. Koch, 1836;1;ad;;male;0.0427
ANI-21-0554;barber;3;ARG_1620;;Larves campodÇiformes;1;larv;;;
ANI-21-0554;barber;3;ARG_1620;;Pterostichus (Oreophilus) multipunctatus (Dejean, 1828);1;ad;;male;
ANI-21-0554;barber;3;ARG_1620;;Staphylinidae;1;ad;;;
ANI-21-0554;barber;3;ARG_1620;;Tenuiphantes tenebricola (Wider, 1834);1;ad;;female;
ANI-21-0565;barber;3;ARG_1790;;Collembola;2;;;;
ANI-21-0565;barber;3;ARG_1790;;Formicidae;1;ad;;female;
ANI-21-0565;barber;3;ARG_1790;;Pseudoscorpionida;1;;;;
ANI-21-0565;barber;3;ARG_1790;;Pterostichus (Oreophilus) multipunctatus (Dejean, 1828);2;ad;;female;0.048
ANI-21-0565;barber;3;ARG_1790;;Tachypodoiulus niger (Leach 1814);1;;;female;0.0309
ANI-21-0576;barber;3;ARG_2000;;Calathus (Neocalathus) micropterus (Duftschmid, 1812);1;ad;;female;0.003
ANI-21-0576;barber;3;ARG_2000;;Calathus (Neocalathus) micropterus (Duftschmid, 1812);1;ad;;male;0.008
ANI-21-0576;barber;3;ARG_2000;;Dermaptera;1;;;;
ANI-21-0576;barber;3;ARG_2000;;Formicidae;29;ad;;female;
ANI-21-0576;barber;3;ARG_2000;;Larves campodÇiformes;1;larv;;;
ANI-21-0576;barber;3;ARG_2000;;Orthoptera;1;;;;
ANI-21-0576;barber;3;ARG_2000;;Polyphaga;1;ad;;;
ANI-21-0576;barber;3;ARG_2000;;Pterostichus (Oreophilus) multipunctatus (Dejean, 1828);1;ad;;male;0.059
ANI-21-0587;barber;3;ARG_2230;;Formicidae;23;ad;;female;
ANI-21-0587;barber;3;ARG_2230;;Gnaphosidae;1;juv;;unidentified;
ANI-21-0587;barber;3;ARG_2230;;Insecta;1;;;;
ANI-21-0587;barber;3;ARG_2230;;Lycosidae;1;juv;;unidentified;
ANI-21-0598;barber;3;ARG_2400;;Araneae;1;;;unidentified;
ANI-21-0598;barber;3;ARG_2400;;Carabidae;1;larv;;unidentified;
ANI-21-0598;barber;3;ARG_2400;;Cicadellidae;1;;;;
ANI-21-0598;barber;3;ARG_2400;;Curculionidae;1;ad;;;
ANI-21-0598;barber;3;ARG_2400;;Formicidae;31;ad;;female;
ANI-21-0598;barber;3;ARG_2400;;Heteroptera;1;;;;
ANI-21-0598;barber;3;ARG_2400;;Orthoptera;5;;;;
ANI-21-0598;barber;3;ARG_2400;;Platyderus (Platyderus) depressus (Audinet-Serville, 1821);2;ad;;female;0.012
ANI-21-0598;barber;3;ARG_2400;;Pterostichus (Oreophilus) multipunctatus (Dejean, 1828);1;ad;;female;
ANI-21-0598;barber;3;ARG_2400;;Pterostichus (Oreophilus) multipunctatus (Dejean, 1828);1;ad;;female;0.046
ANI-21-0598;barber;3;ARG_2400;;Pterostichus (Oreophilus) multipunctatus (Dejean, 1828);1;ad;;female;0.056
ANI-21-0598;barber;3;ARG_2400;;Pterostichus (Oreophilus) multipunctatus (Dejean, 1828);1;ad;;female;0.069
