higher_taxon,family,sum_sp.,larva_terrestrial,larva_aquatic,adult_terrestrial,adult_aquatic,phytophagous,zoophagous,mycetophagous,saprophagous,detritophagous,coprophagous,phyllophagous,saproxylic,sap-sucking,stem,flower,seed,gall-inducing,miners,roots,not specified,predator,micropredator,parasite,parasitoid,necrophorous,not specified,,,,,,,,,,,
Diptera,Coenomyiidae,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Diptera,Conopidae,51,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
Diptera,Cremifaniidae,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,
Diptera,Cryptochetidae,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
Diptera,Culicidae,46,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Diptera,Cylindrotomidae,4,0,8,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,
Diptera,Diadocidiidae,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Diptera,Diastatidae,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Diptera,Ditomyiidae,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Diptera,Dixidae,16,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Diptera,Dolichopodidae,359,1,0,1,0,0,1,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,
Diptera,Drosophilidae,62,1,0,1,0,0,2,0,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,2,0,0,0,,,,,,
Diptera,Dryomyzidae,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Diptera,Eginiidae,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
Diptera,Empididae,390,0,7,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,
Diptera,Ephydridae,180,0,3,0,7,1,0,0,1,0,2,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,3,0,,,
Diptera,Fanniidae,59,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Diptera,Gasterophilidae,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,
Diptera,Helcomyzidae,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Diptera,Heleomyzidae,80,1,0,1,0,0,1,0,2,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,
Diptera,Hesperinidae,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Diptera,Hilarimorphidae,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Diptera,Hippoboscidae,14,1,0,1,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
Diptera,Hybotidae,231,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Diptera,Hypodermatidae,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,
Diptera,Keroplatidae,60,1,0,1,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Diptera,Lauxaniidae,75,1,0,1,0,0,1,0,0,0,0,9,0,0,0,5,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,,,,,,
Diptera,Limoniidae,278,0,5,0,5,1,0,0,1,0,0,1,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Diptera,Lonchaeidae,48,1,0,1,0,0,7,0,0,0,2,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,
Diptera,Lonchopteridae,9,1,0,1,0,0,1,0,0,2,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Diptera,Megamerinidae,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Diptera,Micropezidae,13,1,0,1,0,0,4,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,,,,,,
Diptera,Microphoridae,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,
Diptera,Milichiidae,14,1,0,1,0,0,3,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Diptera,Muscidae,324,1,0,1,0,0,3,0,1,0,1,0,1,0,2,0,2,0,0,2,0,0,0,0,0,0,7,0,0,1,0,9,0,0,0,0,1,0
Diptera,Mycetobiidae,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Diptera,Mycetophilidae,587,1,0,1,0,0,0,1,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,
Diptera,Neottiophilidae,1,1,0,1,0,0,0,1,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,
Diptera,Nycteribiidae,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
Diptera,Odiniidae,9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
Diptera,Oestridae,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,
Diptera,Opetiidae,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Diptera,Opomyzidae,19,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Diptera,Otitidae,27,1,0,1,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Diptera,Pallopteridae,17,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Diptera,Pediciidae,36,0,1,0,9,1,0,0,2,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,
Diptera,Penthetriidae,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Diptera,Periscelididae,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Diptera,Phaeomyiidae,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Diptera,Phoridae,377,1,0,1,0,0,0,4,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,,,,,,
Diptera,Piophilidae,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,
Diptera,Pipunculidae,121,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
Diptera,Platypezidae,27,1,0,1,0,0,2,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Diptera,Platystomatidae,3,1,0,1,0,0,4,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,
Diptera,Pseudopomyzidae,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Diptera,Psilidae,33,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,
Diptera,Psychodidae,157,0,3,0,7,1,0,0,1,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,2,,,,
Diptera,Ptychopteridae,8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,
Diptera,Pyrgotidae,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
Diptera,Rhagionidae,35,1,0,1,0,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,
Diptera,Rhinophoridae,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
Diptera,Sarcophagidae,131,1,0,1,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,4,0,,,,,,
Diptera,Scathophagidae,66,1,0,1,0,0,3,0,3,0,0,0,1,0,3,0,0,2,0,0,2,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,,
Diptera,Scatopsidae,45,1,0,1,0,0,1,0,0,2,0,0,1,0,6,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,,,,,
Diptera,Scenopinidae,3,1,0,1,0,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,
Diptera,Sciaridae,421,1,0,1,0,0,1,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,2,0,2,0,6,0,0,0,0,0,0,,,,,
Diptera,Sciomyzidae,81,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,0,2,,,,,,,
Diptera,Sepsidae,31,1,0,1,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Diptera,Simuliidae,48,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Diptera,Sphaeroceridae,135,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Diptera,Stratiomyidae,67,0,5,0,5,1,0,0,3,0,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,
Diptera,Strongylophthalmyiidae,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Diptera,Syrphidae,474,0,8,0,2,1,0,0,3,0,5,0,0,1,0,1,0,0,0,3,0,0,3,0,0,0,0,0,3,0,1,1,0,0,0,0,0,
Diptera,Tabanidae,57,0,1,1,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,
Diptera,Tachinidae,496,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,
Diptera,Tanypezidae,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Diptera,Tephritidae,111,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,4,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,
Diptera,Tethinidae,10,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Diptera,Thaumaleidae,16,0,1,1,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,
Diptera,Therevidae,32,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Diptera,Thyreophoridae,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,
Diptera,Tipulidae,135,0,9,0,1,1,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,
Diptera,Trichoceridae,19,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Diptera,Trixoscelididae,4,1,0,1,0,0,3,0,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,
Diptera,Ulidiidae,5,1,0,1,0,0,1,0,0,0,1,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Diptera,Xylomyidae,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Diptera,Xylophagidae,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Ephemeroptera,Ameletidae,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Ephemeroptera,Ametropodidae,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Ephemeroptera,Arthropleidae,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Ephemeroptera,Baetidae,28,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Ephemeroptera,Caenidae,10,0,1,1,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,
Ephemeroptera,Ephemerellidae,5,0,1,1,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,
Ephemeroptera,Ephemeridae,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Ephemeroptera,Heptageniidae,44,0,1,1,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,
Ephemeroptera,Isonychiidae,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Ephemeroptera,Leptophlebiidae,11,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Ephemeroptera,Oligoneuriidae,1,0,1,1,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,
Ephemeroptera,Palingeniidae,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Ephemeroptera,Polymitarcyidae,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Ephemeroptera,Potamanthidae,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Ephemeroptera,Siphlonuridae,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Acanthosomatidae,7,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Alydidae,3,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Anthocoridae,48,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Aphelocheiridae,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Aradidae,25,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Artheneidae,2,1,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Heteroptera,Berytidae,11,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Blissidae,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Ceratocombidae,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Cimicidae,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,
Heteroptera,Coreidae,19,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Corixidae,36,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Cydnidae,16,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Cymidae,4,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Dipsocoridae,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Geocoridae,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Gerridae,12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,,,,,,,,,
Heteroptera,Hebridae,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Heterogastridae,5,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Hydrometridae,2,0,1,0,8,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,,,,,,,
Heteroptera,Leptopodidae,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Lygaeidae,22,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Mesoveliidae,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,,,,,,,,,
Heteroptera,Microphysidae,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Miridae,335,1,0,1,0,0,8,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,
Heteroptera,Nabidae,16,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Naucoridae,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Nepidae,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Notonectidae,6,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Oxycarenidae,13,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Pentatomidae,51,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Piesmatidae,6,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Plataspidae,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Pleidae,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Pyrrhocoridae,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Reduviidae,13,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Rhopalidae,15,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Rhyparochromidae,82,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Saldidae,25,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Scutelleridae,10,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Stenocephalidae,3,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Tingidae,64,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Heteroptera,Veliidae,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Hymenoptera,Ampulicidae,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Hymenoptera,Aphelinidae,52,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
Hymenoptera,Apidae,631,1,0,1,0,0,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,
Hymenoptera,Argidae,40,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Hymenoptera,Aulacidae,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
Hymenoptera,Bethylidae,29,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Hymenoptera,Blasticotomidae,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,
Hymenoptera,Braconidae,1533,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
Hymenoptera,Cephidae,18,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,
Hymenoptera,Ceraphronidae,14,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
Hymenoptera,Chalcididae,24,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
Hymenoptera,Chrysididae,137,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
Hymenoptera,Cimbicidae,23,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Hymenoptera,Crabronidae,287,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,,,,,,,,,
Hymenoptera,Cynipidae,113,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Hymenoptera,Diapriidae,275,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
Hymenoptera,Diprionidae,16,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Hymenoptera,Dryinidae,38,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
Hymenoptera,Embolemidae,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
Hymenoptera,Encyrtidae,177,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
Hymenoptera,Eucharitidae,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
Hymenoptera,Eulophidae,464,1,0,1,0,0,1,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,
Hymenoptera,Eupelmidae,29,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
Hymenoptera,Eurytomidae,114,1,0,1,0,0,5,0,5,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,1,0,0,,,,,,,
Hymenoptera,Evaniidae,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
Hymenoptera,Figitidae,100,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
Hymenoptera,Formicidae,187,1,0,1,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,1,0,0,,,,,,,
