"idsite","site","idplot","codeplot","sample_label","type","code_anasol","value","unite","date"
3,"Armenaz",40,"ARM_2140","M17_057","LIT","Carbon_prct _ 2mm",5.58904027938842,"ratio","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_057","LIT","EEA Leucine aminopeptidase (LAP) ",143.66,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_057","LIT","EEA N-acetyl-β-Glucosaminidase (NAG)",393.58,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_057","LIT","EEA Phosphatase (PHOS)",5063.66,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_057","LIT","EEA α-Glucosidase (AG)",38.21,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_057","LIT","EEA β-D-cellubiosidase (CB) ",351.4,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_057","LIT","EEA β-Glucosidase (BG)",1256.75,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_057","LIT","EEA β-Xylosidase (XYL) ",738.93,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_057","LIT","MO_2mm",13.0612244897959,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_057","LIT","MO_5.6mm",13.3879781420765,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_057","LIT","Nitrogen_prct _ 2mm",0.39887347817421,"ratio","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_057","LIT","pH - H2O 1:4 _ 2mm",4.68,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_058","SOL","Carbon_prct _ 2mm",4.74327087402343,"ratio","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_058","SOL","EEA Leucine aminopeptidase (LAP) ",102.39,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_058","SOL","EEA N-acetyl-β-Glucosaminidase (NAG)",270.67,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_058","SOL","EEA Phosphatase (PHOS)",3611.66,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_058","SOL","EEA α-Glucosidase (AG)",40.5,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_058","SOL","EEA β-D-cellubiosidase (CB) ",289.05,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_058","SOL","EEA β-Glucosidase (BG)",982.16,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_058","SOL","EEA β-Xylosidase (XYL) ",638.94,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_058","SOL","MO_2mm",11.1336032388664,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_058","SOL","MO_5.6mm",11.75,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_058","SOL","Nitrogen_prct _ 2mm",0.352410107851028,"ratio","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_058","SOL","pH - H2O 1:4 _ 2mm",5.05,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_059","SOL","Carbon_prct _ 2mm",4.73814582824707,"ratio","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_059","SOL","EEA Leucine aminopeptidase (LAP) ",125.69,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_059","SOL","EEA N-acetyl-β-Glucosaminidase (NAG)",317.77,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_059","SOL","EEA Phosphatase (PHOS)",2806.58,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_059","SOL","EEA α-Glucosidase (AG)",39.11,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_059","SOL","EEA β-D-cellubiosidase (CB) ",213.64,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_059","SOL","EEA β-Glucosidase (BG)",947.86,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_059","SOL","EEA β-Xylosidase (XYL) ",568.12,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_059","SOL","MO_2mm",11.2016293279023,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_059","SOL","MO_5.6mm",10.8187134502924,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_059","SOL","Nitrogen_prct _ 2mm",0.361516028642654,"ratio","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_059","SOL","pH - H2O 1:4 _ 2mm",4.88,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_060","SOL","Carbon_prct _ 2mm",4.09866094589233,"ratio","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_060","SOL","EEA Leucine aminopeptidase (LAP) ",108.03,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_060","SOL","EEA N-acetyl-β-Glucosaminidase (NAG)",230.13,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_060","SOL","EEA Phosphatase (PHOS)",2756.24,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_060","SOL","EEA α-Glucosidase (AG)",24.32,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_060","SOL","EEA β-D-cellubiosidase (CB) ",185.25,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_060","SOL","EEA β-Glucosidase (BG)",749.83,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_060","SOL","EEA β-Xylosidase (XYL) ",530.05,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_060","SOL","MO_2mm",10.1419878296146,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_060","SOL","MO_5.6mm",14.713216957606,"","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_060","SOL","Nitrogen_prct _ 2mm",0.333369761705399,"ratio","2017-08-30"
3,"Armenaz",40,"ARM_2140","M17_060","SOL","pH - H2O 1:4 _ 2mm",5.03,"","2017-08-30"
13,"Chaillol",25,"VCHA_2150","M16_145","LIT","Carbon_prct _ 2mm",13.0366792678833,"ratio","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_145","LIT","EEA Leucine aminopeptidase (LAP) ",278.0735592,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_145","LIT","EEA N-acetyl-β-Glucosaminidase (NAG)",234.5727136,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_145","LIT","EEA Phosphatase (PHOS)",4077.480291,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_145","LIT","EEA α-Glucosidase (AG)",0,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_145","LIT","EEA β-D-cellubiosidase (CB) ",299.8663243,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_145","LIT","EEA β-Glucosidase (BG)",1287.922578,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_145","LIT","EEA β-Xylosidase (XYL) ",552.4900595,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_145","LIT","MO_2mm",24.5833333333333,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_145","LIT","MO_5.6mm",24.3169398907103,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_145","LIT","Nitrogen_prct _ 2mm",0.975508153438568,"ratio","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_145","LIT","pH - H2O 1:4 _ 2mm",4.87,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_146","LIT","Carbon_prct _ 2mm",9.69392776489257,"ratio","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_146","LIT","EEA Leucine aminopeptidase (LAP) ",234.590103,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_146","LIT","EEA N-acetyl-β-Glucosaminidase (NAG)",82.44999431,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_146","LIT","EEA Phosphatase (PHOS)",2151.337109,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_146","LIT","EEA α-Glucosidase (AG)",0,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_146","LIT","EEA β-D-cellubiosidase (CB) ",237.0040532,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_146","LIT","EEA β-Glucosidase (BG)",1062.895629,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_146","LIT","EEA β-Xylosidase (XYL) ",320.8188906,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_146","LIT","MO_2mm",17.0124481327801,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_146","LIT","MO_5.6mm",14.1361256544503,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_146","LIT","Nitrogen_prct _ 2mm",0.798787593841552,"ratio","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_146","LIT","pH - H2O 1:4 _ 2mm",5.26,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_147","LIT","Carbon_prct _ 2mm",12.5534534454345,"ratio","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_147","LIT","EEA Leucine aminopeptidase (LAP) ",272.2959651,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_147","LIT","EEA N-acetyl-β-Glucosaminidase (NAG)",101.4419756,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_147","LIT","EEA Phosphatase (PHOS)",2761.612296,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_147","LIT","EEA α-Glucosidase (AG)",10.05574824,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_147","LIT","EEA β-D-cellubiosidase (CB) ",173.8377707,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_147","LIT","EEA β-Glucosidase (BG)",810.626784,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_147","LIT","EEA β-Xylosidase (XYL) ",300.5602109,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_147","LIT","MO_2mm",22.1532091097309,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_147","LIT","MO_5.6mm",19.8473282442748,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_147","LIT","Nitrogen_prct _ 2mm",1.0424461364746,"ratio","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_147","LIT","pH - H2O 1:4 _ 2mm",4.88,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_148","SOL","Carbon_prct _ 2mm",10.6910352706909,"ratio","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_148","SOL","EEA Leucine aminopeptidase (LAP) ",160.8289837,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_148","SOL","EEA N-acetyl-β-Glucosaminidase (NAG)",232.9088087,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_148","SOL","EEA Phosphatase (PHOS)",2396.620707,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_148","SOL","EEA α-Glucosidase (AG)",0,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_148","SOL","EEA β-D-cellubiosidase (CB) ",171.8429987,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_148","SOL","EEA β-Glucosidase (BG)",731.5194529,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_148","SOL","EEA β-Xylosidase (XYL) ",396.3220085,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_148","SOL","MO_2mm",15.9090909090909,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_148","SOL","MO_5.6mm",16.3682864450128,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_148","SOL","Nitrogen_prct _ 2mm",0.840213179588317,"ratio","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_148","SOL","pH - H2O 1:4 _ 2mm",4.99,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_148","SOL","pH - H2O 1:4 _ 2mm",5.27,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_149","SOL","Carbon_prct _ 2mm",8.62646770477294,"ratio","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_149","SOL","EEA Leucine aminopeptidase (LAP) ",244.4148431,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_149","SOL","EEA N-acetyl-β-Glucosaminidase (NAG)",52.49820017,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_149","SOL","EEA Phosphatase (PHOS)",1612.980866,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_149","SOL","EEA α-Glucosidase (AG)",0,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_149","SOL","EEA β-D-cellubiosidase (CB) ",157.593697,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_149","SOL","EEA β-Glucosidase (BG)",788.8223685,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_149","SOL","EEA β-Xylosidase (XYL) ",252.6845155,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_149","SOL","MO_2mm",13.0612244897959,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_149","SOL","MO_5.6mm",12.280701754386,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_149","SOL","Nitrogen_prct _ 2mm",0.732478022575378,"ratio","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_149","SOL","pH - H2O 1:4 _ 2mm",5.73,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_150","SOL","Carbon_prct _ 2mm",9.18670082092285,"ratio","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_150","SOL","EEA Leucine aminopeptidase (LAP) ",291.7855765,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_150","SOL","EEA N-acetyl-β-Glucosaminidase (NAG)",210.9984887,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_150","SOL","EEA Phosphatase (PHOS)",2562.844893,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_150","SOL","EEA α-Glucosidase (AG)",0,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_150","SOL","EEA β-D-cellubiosidase (CB) ",153.6076411,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_150","SOL","EEA β-Glucosidase (BG)",806.8346436,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_150","SOL","EEA β-Xylosidase (XYL) ",305.2491243,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_150","SOL","MO_2mm",17.3640167364016,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_150","SOL","MO_5.6mm",13.9303482587064,"","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_150","SOL","Nitrogen_prct _ 2mm",0.804784178733825,"ratio","2016-09-14"
13,"Chaillol",25,"VCHA_2150","M16_150","SOL","pH - H2O 1:4 _ 2mm",5.3,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_151","LIT","Carbon_prct _ 2mm",9.5620002746582,"ratio","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_151","LIT","EEA Leucine aminopeptidase (LAP) ",109.6458036,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_151","LIT","EEA N-acetyl-β-Glucosaminidase (NAG)",0,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_151","LIT","EEA Phosphatase (PHOS)",1427.247871,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_151","LIT","EEA α-Glucosidase (AG)",0,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_151","LIT","EEA β-D-cellubiosidase (CB) ",162.4020828,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_151","LIT","EEA β-Glucosidase (BG)",740.4783505,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_151","LIT","EEA β-Xylosidase (XYL) ",287.9224116,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_151","LIT","MO_2mm",14.639175257732,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_151","LIT","MO_5.6mm",10.9339407744875,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_151","LIT","Nitrogen_prct _ 2mm",0.682787299156188,"ratio","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_151","LIT","pH - H2O 1:4 _ 2mm",5.24,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_152","LIT","Carbon_prct _ 2mm",7.72799587249755,"ratio","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_152","LIT","EEA Leucine aminopeptidase (LAP) ",103.0438749,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_152","LIT","EEA N-acetyl-β-Glucosaminidase (NAG)",43.17792164,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_152","LIT","EEA Phosphatase (PHOS)",1660.331554,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_152","LIT","EEA α-Glucosidase (AG)",0,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_152","LIT","EEA β-D-cellubiosidase (CB) ",205.5451338,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_152","LIT","EEA β-Glucosidase (BG)",835.144921,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_152","LIT","EEA β-Xylosidase (XYL) ",221.5619513,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_152","LIT","MO_2mm",10.6122448979592,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_152","LIT","MO_5.6mm",9.45626477541368,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_152","LIT","Nitrogen_prct _ 2mm",0.570363998413085,"ratio","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_152","LIT","pH - H2O 1:4 _ 2mm",5.22,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_153","LIT","Carbon_prct _ 2mm",9.79176998138427,"ratio","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_153","LIT","EEA Leucine aminopeptidase (LAP) ",170.1336747,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_153","LIT","EEA N-acetyl-β-Glucosaminidase (NAG)",0,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_153","LIT","EEA Phosphatase (PHOS)",3214.319589,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_153","LIT","EEA α-Glucosidase (AG)",1.444058561,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_153","LIT","EEA β-D-cellubiosidase (CB) ",318.1536247,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_153","LIT","EEA β-Glucosidase (BG)",1227.192829,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_153","LIT","EEA β-Xylosidase (XYL) ",410.4524805,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_153","LIT","MO_2mm",15.495867768595,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_153","LIT","MO_5.6mm",17.5742574257426,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_153","LIT","Nitrogen_prct _ 2mm",0.698482155799865,"ratio","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_153","LIT","pH - H2O 1:4 _ 2mm",5.3,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_154","SOL","Carbon_prct _ 2mm",8.4909610748291,"ratio","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_154","SOL","EEA Leucine aminopeptidase (LAP) ",99.92558136,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_154","SOL","EEA N-acetyl-β-Glucosaminidase (NAG)",0,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_154","SOL","EEA Phosphatase (PHOS)",1409.168823,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_154","SOL","EEA α-Glucosidase (AG)",0,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_154","SOL","EEA β-D-cellubiosidase (CB) ",81.70616867,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_154","SOL","EEA β-Glucosidase (BG)",455.9333673,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_154","SOL","EEA β-Xylosidase (XYL) ",230.1690895,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_154","SOL","MO_2mm",12.5,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_154","SOL","MO_5.6mm",12.5,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_154","SOL","Nitrogen_prct _ 2mm",0.635928392410278,"ratio","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_154","SOL","pH - H2O 1:4 _ 2mm",5.04,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_155","SOL","Carbon_prct _ 2mm",6.87240409851074,"ratio","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_155","SOL","EEA Leucine aminopeptidase (LAP) ",93.13820627,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_155","SOL","EEA N-acetyl-β-Glucosaminidase (NAG)",97.69552526,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_155","SOL","EEA Phosphatase (PHOS)",1895.012253,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_155","SOL","EEA α-Glucosidase (AG)",0,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_155","SOL","EEA β-D-cellubiosidase (CB) ",109.5459382,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_155","SOL","EEA β-Glucosidase (BG)",572.1964025,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_155","SOL","EEA β-Xylosidase (XYL) ",213.2021489,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_155","SOL","MO_2mm",11.4989733059548,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_155","SOL","MO_5.6mm",11.4832535885168,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_155","SOL","Nitrogen_prct _ 2mm",0.521284282207489,"ratio","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_155","SOL","pH - H2O 1:4 _ 2mm",4.8,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_156","SOL","Carbon_prct _ 2mm",8.31862068176269,"ratio","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_156","SOL","EEA Leucine aminopeptidase (LAP) ",172.9390107,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_156","SOL","EEA N-acetyl-β-Glucosaminidase (NAG)",122.742181,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_156","SOL","EEA Phosphatase (PHOS)",3540.819063,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_156","SOL","EEA α-Glucosidase (AG)",0,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_156","SOL","EEA β-D-cellubiosidase (CB) ",264.0485006,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_156","SOL","EEA β-Glucosidase (BG)",903.7134568,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_156","SOL","EEA β-Xylosidase (XYL) ",448.21211,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_156","SOL","MO_2mm",13.9004149377594,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_156","SOL","MO_5.6mm",15.0753768844221,"","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_156","SOL","Nitrogen_prct _ 2mm",0.580343544483184,"ratio","2016-09-14"
13,"Chaillol",26,"VCHA_2330","M16_156","SOL","pH - H2O 1:4 _ 2mm",4.9,"","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_157","LIT","Carbon_prct _ 2mm",3.06888651847839,"ratio","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_157","LIT","EEA Leucine aminopeptidase (LAP) ",110.504527,"","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_157","LIT","EEA N-acetyl-β-Glucosaminidase (NAG)",123.2377717,"","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_157","LIT","EEA Phosphatase (PHOS)",1149.26703,"","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_157","LIT","EEA α-Glucosidase (AG)",2.41363253,"","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_157","LIT","EEA β-D-cellubiosidase (CB) ",124.064791,"","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_157","LIT","EEA β-Glucosidase (BG)",715.7704289,"","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_157","LIT","EEA β-Xylosidase (XYL) ",134.9820097,"","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_157","LIT","MO_2mm",65.7258064516129,"","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_157","LIT","MO_5.6mm",5.045871559633,"","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_157","LIT","Nitrogen_prct _ 2mm",0.241280198097229,"ratio","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_157","LIT","pH - H2O 1:4 _ 2mm",5.3,"","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_158","LIT","Carbon_prct _ 2mm",3.73092603683471,"ratio","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_158","LIT","EEA Leucine aminopeptidase (LAP) ",123.6558074,"","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_158","LIT","EEA N-acetyl-β-Glucosaminidase (NAG)",73.60151094,"","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_158","LIT","EEA Phosphatase (PHOS)",1108.391065,"","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_158","LIT","EEA α-Glucosidase (AG)",0,"","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_158","LIT","EEA β-D-cellubiosidase (CB) ",127.7285118,"","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_158","LIT","EEA β-Glucosidase (BG)",617.7651634,"","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_158","LIT","EEA β-Xylosidase (XYL) ",116.1809991,"","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_158","LIT","MO_2mm",6.93877551020408,"","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_158","LIT","MO_5.6mm",6.66666666666669,"","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_158","LIT","Nitrogen_prct _ 2mm",0.302266120910645,"ratio","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_158","LIT","pH - H2O 1:4 _ 2mm",5.09,"","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_159","LIT","Carbon_prct _ 2mm",2.47590661048889,"ratio","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_159","LIT","EEA Leucine aminopeptidase (LAP) ",95.91420885,"","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_159","LIT","EEA N-acetyl-β-Glucosaminidase (NAG)",0,"","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_159","LIT","EEA Phosphatase (PHOS)",743.4020295,"","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_159","LIT","EEA α-Glucosidase (AG)",0,"","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_159","LIT","EEA β-D-cellubiosidase (CB) ",89.6123794,"","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_159","LIT","EEA β-Glucosidase (BG)",514.7267745,"","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_159","LIT","EEA β-Xylosidase (XYL) ",77.52851859,"","2016-09-14"
13,"Chaillol",27,"VCHA_2510","M16_159","LIT","MO_2mm",5.23138832997984,"","2016-09-14"
